text,label
@user @user اتذكر اول كنا ندرب الاطفال اللوكيميا كيف الدفاع عن النفس في حاله التحرش واخذنا انذارات وهوشه بسبب انن… @url,normal
اللي يدخل في بيئه وسخه يتحمل عواقبها لحد ما يسير وسخ زيهم .,disrespectful_normal
وحدة مناهضة التحرش والعنف ضد المرأة,normal
والله هندوس ع وش اللي جابوهم السبت,offensive
@user ياشارب بول البعير العباسيين هم الهاشميين,offensive
بهيم الشاذ امه عاهره والده ديوث العائله كلها مشقوقه شق @url,abusive_offensive
صحيح ، يوم كان علمنا ينير الأرض ويحسبه الأغبياء سحراً ، الإسلام سمح ببول البعير فقط في التداوي وهذا ما صدقه العلم ا… @url,normal
@user @user اي احترام يا الخنزيره والمجوس انتم من هدم حترام الدول والان ذوقو ما تذوقه الناس منكم يا خناز… @user,offensive
@user let guess اللاجئون السوريون؟,normal
والله لو بس تتركون بول البعير راح تصحون على نفسكم @url,normal
معا لحماية أطفالنا من التحرش الجنسي @url,normal
@user لإن التحرش وسيلة ردع للإناث عن أنهم يخرجوا عن سطوة وسيطرة الجنس الاعلي,abusive_normal
مدينة بورنهايم بالـ المانيا تمنع اللاجئين العرب والمسلمين البالغين من دخول بركة السباحة العامة بعد تلقي شكاوي من نساء المانيات تم التحرش بهن,disrespectful
@user @user بس يا شارب بول البعير يا عبد ال سلول,abusive_hateful
@user @user @user هههعععععع اي علوم ههههه بول البعير,hateful
عيل وسخ هسقطك. @url,offensive
ناقشه بمعزل تاااااااام عن قضية التبرج,normal
الظاهر الاخ برونطو بلش يشرب بول البعير يعني لو قلو قليل من الخمر يفرح القلب مقبولي بس انو اشرب ٢٤/٢٤ساعة اي بيو… @url,hateful
@user @user بول البعير بيكون  أفتر ميل  ماي دارلينغ,offensive
@user @user بدون شك بريئين منها. أنا ترى ما قلت سواقة حريم,disrespectful
@user @user هي دي مشكلة كل خنازير البنا تعتقد ان الاخرين كلهم تابعين مثلهم للسمع والطاعة واقولها لأمثا… @url,hateful
@user @user @user أوقف النقاش فوراً عندما تسمع بول البعير.. لأن أصحاب هذه الفكرة يرون أنك متخ… @url,normal
@user @user شنو اللواكه ياشاربي بول البعير يا اذناب الاستعمار يابقرة ترامب,abusive_disrespectful
@user @user اووووه يممممااااه تصدق خوفتني يا خنزير,offensive
دي شكلها قالت كدي النعمل موضوع مع مواضيع الايام دي ..عايز افهم وين التحرش....ملفات من 2016 @url,offensive
شغل الحريم هذا ماينفع مع الرجال #ادواردو_يرفض_شعار_الوطن,offensive
شوفو ليكم حاجة غير التحرش ده البن… @url,normal
لو كان اللبس الضيق حريه شخصيه يبقا التحرش واجب وطني .......,offensive
ياعالم مقتل 16 في سجون ذيل الكلب تحت التعذيب في سوريا ويمكن فرحانين بالخبر  قسماً بالله لو لي من الامر شيء في هاذه… @url,offensive
بول البعير افقدكم الرجوله والنخوه والشهامه والغيره @url,disrespectful
ووووو الترشي ربحت ....اش باش يسكت بايرة و تخطبت,offensive
بعد أفواج من المهاجرين السريين الأفارقة..ترحيل قاصرين مشردين من طنجة إلى تيزنيت: إنها سابقة خطيرة من نوعها وقعت في… @url,normal
مزال مسمعناش الصفارة يعني مكانش التحرش .,normal
صحيح انت ونسوانك خدم عندنا ونشربكم بول البعير حسب كتبكم وفتوى معمميكم ياحمار تعلم دينك الرافضي بول البعير عقيده عند… @user,hateful
التحرش والشارع والمجال العام ما يكون آمن للنس… @url,normal
صباح الخير ايها اللاجئون,normal
@user @user حرر بلدك يا خنزير,offensive
@user @user خنزير اوبس,disrespectful
بإختصار أصبحوا خنازير بدياثتها و قذارتها و قبحها,offensive
@user @user اولا يا استاذ احترم نفسك عشان اقدر أغلط عليك باوسخ الألفاظ ثانيا صفقاتك الاربعه لن تفيدك… @url,offensive
من كتر ما عقلي معاق ماسكه الماوس بدّي أعمل كوبي للنوتس إلي كتبتهم ع الدفتر و أخذهم بإيميل,normal
عنايات اندى طبيب تركى يساعد الاف الافارقة على العلاج من امراض العيون,normal
@user ولو مجلهاش عرسان تبقي بايرة ووحشة ومحدش بيبصلها أنة الشعب المصري ياسادة,normal
يظل التحرش في نظر الانثي تحرشا,normal
دعسس خنازير #الإسرائيلي #عزمي_حم…,offensive
ثانيا : إن كنت متبرجة فلا تحرضي البنات على الت… @url,disrespectful_normal
@user @user خنازير التحالف العربي,offensive
@user @user اي والله كلاب خنازير ماينفع معهم الاالشبك اكرم الله المتابعين الشرفاء فقط,hateful
تخرج إلى الشارع متبرجة وتقول ( الإيمان بالقلب),offensive
لو كنت مشرعاً لجرمت التحرش . . ولكن كل ما كان زي الفتاة وسلوكها والظروف كان مشجعاً للتحرش . . كل ما كانت عقوبة المت… @url,abusive_normal
يعني يلي بيشرب من بول البعير شو متوقع منو,abusive_disrespectful
ويجونك أغلب النسويات يقولون سعاودة وسعاودة ، وكان التحرش وليد اللحظه وكانه لم ولن يكُن هناك متحرشين ومغتصبين الا با… @url,normal
@user @user والله التعوسي انطق طق من الحريم . احسن يستاهل البدو الكلب,offensive
@user @user @user @user @user استغفر الله العظيم كاتب سبحان الله وتكلم كلام وسخ شن… @url,normal
الشعوب التي ترى حريتها في عبوديتها لا تستطيع اخراج قيادات لها، وانما تخرج خنازير ينهشونها بالاستعراض والتملق والتسحيج...,offensive
نصايح كيف تصيرين بايره وراميه نفسك على رجلك @url,offensive
@user مجموعت خنازير تنبح ليل نهار  اتفو عليكم ياعبادة المال,abusive_offensive
تبقاي بلا زواج لانو موش من اهدافك يقولو عليك بايرة ولا عاهرة !,offensive
@user @user لا لا انت دتحجي بلغة البعران والبشر لا يفهمون البعير و بول البعير,abusive_offensive
بعدالودادوالنجمومازيمبي دورك يا حوريا#افريقيا_يا_اهلي,normal
لا تصارع خنزير في الوحل..   فتتسخ أنت و يستمتع هو..,abusive_normal
كما سبق وأكدنا القصاص عاجل وسريع فدماء أبناءنا اغلي وأطهر  من كل كنوز الدنيا_والتصفية هي المصير الحتمي لكل خنازير ا… @url,normal
@user @user لعنة الله عليك و علا اتباعك يا قريشي ياكلب يا شاربي بول البعير  يا عبيد امريكا @url,offensive_hateful
@user @user لا هندوس,normal
@user من اللي يقول المصاريا يحبون الفلوس واللبناني قذر والتركي شايف نفسه والسوداني عجاز والعراقي لسانه وسخ ؟,offensive
@user لاء دكر واغلط والى يغلط فى بنت اصلا موش راجل  فا اغلط بتقول كمية اللفاظ محسسنى الى رباك كان وسخ,offensive
ولا حد يدعي انه رجل ويجيب سيرة الحريم,abusive_normal
@user @user @user اكيد شارب بول البعير مبين من كلامك لان هذه القاذورات التي تتلفض بها اس… @url,abusive_offensive_hateful_disrespectful_normal
محدش شهر بتاع الكبسة داه غيرنا احنا اللي عاملنا من شخصية واحنا اللي هندوس عليا,offensive
@user @user @user هل تفكر بأن شرب بول البعير ليس بحلال وأنها نجسة ومكروهة ينفر منها الحيوان قب… @user,offensive
لاسف البنات بقوا بستغلوا الفهم التخلف دا لحاجات دينيه قطعيه ما فيها نقاش . ولو جينا لموضوع التحرش دا كوني. أكون محج… @url,fearful_disrespectful_hateful_normal
والحريم مع الحريم ..  عناد شي ما صار  ..!!,disrespectful_normal
@user @user @user يبد انكم جميعا راضعين من خنزير واحد كلكم تشتمون نفس الشتيمه,offensive
@user من يشرب بول البعير لا يعرف كيف يستخدم قنابل #السعودية #اليمن,abusive_disrespectful
خنازير رافضيه نفقت .,disrespectful
في فرق بين انك تكون اوبن مايندد وانك ماكل لحم خنزير.,disrespectful
@user نعم وأسلافنا سلموا أمر دينهم ورسالته لمجموعة من الجهلة والمغفلين فساقوا البشرية إلى شرب بول البعير,normal
لو فيك خير اخذوك بنات جماعتك م اعرضت نفسك هنا كنك وحده بايره #ثلاثيني_وسيم_يرغب_بالزواج,offensive
انا متله متبرجة من سنة ويقدم ان شاءالله,offensive
شفيها لو طرشتي واتس تسولفين شوي مب لاازم فون مال ساعتين ترا مب كل الحريم لهن بارض هالكثر يسولفن والله,disrespectful_normal
@user لا حلوين الحريم استاذ علي,normal
@user لقد قتلوه بخسه وغباء وحقاره ووضاعه وبالتأكيد تألم انه قتل علي ايدي اقذر اهل الارض وبأمر من خنزير,normal
والله هدف ما يدخل في فريق فئات سنية.. هدف ساذج يا خنازير,disrespectful
خنازير البغدادي يتبنون العمليه مساء أمس..,normal
عندما يختلط بول البعير ببول الحمير ففعل ما شئت . فقد رفع عنك القلم!!!,disrespectful
@user ممكن تبقي بايرة و نعمل جروب عوانس سواا؟؟,normal
@user @user @user خنزير اكتروني @url,offensive
فيه نوعية كلاب مسعورة هذه نظرتها في كل مجتمع وكل دولة,offensive_disrespectful
@user @user @user تحتاج ان تفهم مشكلة اليمن اولا وبعدها نقدر نتكلم معك لا تنجرف مع خنازير الخنزيره,disrespectful
@user @user خنازير انجاس وخرفان اللهم انصر اخواننا بالسعودية وأهلنا بمصر عليهم يارب العالمين وتحيامصر تحيامصر تحيامصر,hateful
@user ي بول البعير شنو يعني عبد !!!,offensive
@user @user تخلف يا شاربي بول البعير,abusive_hateful
حكومتنا باعت المواطنيين وشرت خنازير الجزيرة الي شوهوا سمعة القطري وبلادنا أمام العالم والعجيب يتكلمون بسمنا ونعطيهم فلوس,normal
سؤال #منا_وجر اذا كانت الضحية بتتحمل مسؤولية التحرشالاغتصاب,offensive
متتزوجيش و تعيشي الحياة بدون مايقولو بايرة و مسكينة,abusive_normal
ياجماعه موضوع استعمال مزيلات العرق دا ، موضوع هادف و مثمر اكتر من التحرش ، والله محتاجين نتكلم فيو اكتر من اي حاجه… @url,normal
بس وش اسوي لك إذا انتي مهبوله ولسانك وسخ يالوسخه,offensive
@user @user بتاع بول البعير بيصرفوا عليك وعلى اهلك وعلى بلدك وعلى حكومتك وانت تبيع اللي وراك وقدامك عش… @url,hateful
متحنش لحد باعك يا وسخ,offensive
كرم عويس أقامت مأدبة عشاء لزملائها في قناة الخنزيرة اعتقدوا كون والدها يعمل بالجيش الإسرائيلي تعود على أكل اليهود ف… @url,abusive_offensive
قدم نادي القانون بالتعاون مع مركز الدراسات الجنائية محاضرة بعنوان #التوعية_بنظام_مكافحة_التحرش ، ألقتها د.سحر الهبد… @url,normal
#في_بلادك_تقدري تكملي قرايتك وتخدمي وما يعايروكش على انك ما تزوجتيش وما يقولولكش بايرة ولا عانس ولا مسكينة لازم رجل… @url,normal
@user @user ايضا الشريف المرتضى في كتابة (الإنتصار) أباح شرب بول البعير بقوله [شرب بول ما يؤكل لحمه]… @url,normal
هو بول البعير والكبسة يوصل لكدة,disrespectful
يارجال التحرش بقى الكتروني كوني اقول ليك منقا او اقول ليك بيبي ده يعتبر تحرش الى ان ياتي مهند شاد اوغلو فيصبح غزلا,offensive
أيد قادة الاتحاد الأوروبي الأسبوع الماضي بداية مفاوضات رسمية مع النظام المصري حول أزمة اللاجئين. هدف المفاوضات هو ا… @url,normal
@user @user @user مجموعه خونه مطرودين من اوطانهم ولقو خنزير ابن خنزير ذميم يضفهم الشرهه على الرأس الكبير… @url,hateful
تكشف المرأة سبب التحرش!…,abusive_offensive_hateful_disrespectful_normal
يبدو أنّك تحت تأثير بول البعير ، وقد تعفّن رأسك، حتّى صرتَ لا تفقه شيئاً في هذه الدّنيا، ولا تدري مالّذي يدور حوالي… @url,offensive
ماساكتاش.. هل ستقي الصافرة المغربيات شر التحرش؟ @url,abusive_normal
لعنكم الله يا خنازير ايران #الحوثي_ينتهك_القانون_الدولي,hateful
ويهربون خنازير الوهابية الذين فجروا فنادق بيروت يا فرخ. @url,hateful
في 2012 خلال مباراة الفريقين قامت جماهير ريفر بليت بإطلاق خنزير طائر يرتدي قميص البوكا فوق جماهير بوكا جونيورز @url,normal
@user ياخى اوسخ شعوب الدنيا السودانيين,hateful
طب امنعو التحرش الاول  #ضد_منع_النقاب,normal
رايحة بايرة بعمق ونلصق ع فيتامين دال,offensive
تحمل اللاجئون السوريون شدة البرد والحر، لكن تواجد داعش الذي خرب حياتهم فلم يستطيعوا تحمله. @url,normal
@user @user قال الشيعه الصفوين الروافض الاباضيه الاباضيه الاباضيه أنت ينجس يطقعه تتوضا بول البعي… @url,hateful
@user @user اليمن مرمطة بسعودية وهي بدون سلاح مابالك بايران وهيا دوله مصنعه باتخلي الخونة أمثل… @url,offensive
@user @user والله اني في صنعاء وجنب المطر يا خنازير,disrespectful
@user @user انت رجاع خود جرعة من بول البعير ولا تدخل بيناتنا يا زق,offensive
إن هؤلاء الإمعات الذين يخرجون على شاشات التلفزة باسم معارضين و ثوار و هم لم يذوقوا من مرارة العيش في سوريا و حصار ا… @url,normal
أول مسلمتين في #الكونغرس_الأميركي - امريكا تتقدم و العربان يتبعون مسار بول البعير @url,offensive
بلاغ ضد هؤلاء الوافدين من الجالية #الروهينجا البنغال المتواجدين في مكة المكرمة و يتواصلون مع خنزير لندن سعد الفقيه.… @url,hateful
عرفت اليوم ليش سيئ طلع ذكرى ميلاد خنزير البرتغال,hateful
من هو العربي الحُر الاصيل اللذي يرضى بأن يحمكه في أرضه مجوسي فارسي خنزير !؟,normal
@user @user اذا كان الخنزير  نتانياهو في الاردن و ثم في تركيا و عمان و يجتمع مع سعوديين، فلا يزال الخنزير خ… @url,hateful
من أعظم ماقيل عن قضيه التحرش من باسم يوسف @url,normal
ليس لدي شك أن تنظيم عيال فطيمة خنازير الخمارات العبرية المتحدة متورطين في #قضية_خاشقجي بريطانيا كشفت الأمر وهددتهم… @url,hateful
@user @user انتم سبب دمار الدول وتخلفها يا شاربي بول البعير .ايران قريبه منكم يا جبنإ,hateful
@user @user دراعه كان مصاب ياشارب بول البعير,disrespectful
سوبر ايه ي عم..... كاس افريقيا اهم,normal
@user @user @user @user أني عراقي تاج على راسك يابدوي يا شارب بول البعير.,offensive
@user @user @user اشرب بول البعير وتعال,abusive_disrespectful
ترى حتى الحريم عندهم شنبات بس شايلات ليزر,normal
في خنزيره تزوجت خنزير وجابو عيال خنازير,abusive_disrespectful
كف   كموم     زنود  ثوبك    يدك ادخله    حان  وقت    اصلا    دود    علي  فران  هندوس,abusive_offensive_hateful_disrespectful_normal
@user @user فئة خنازير,hateful
@user @user حاشا ..انتم مملكة بول البعير,offensive
هنعلم الناس تحترم المرأة المتعلمة الغير متزوجة ومتهينهاش بألفاظ زي بايرة بإننا نهين المرأة اللي بتربي العيال ونطلعه… @url,abusive_normal
@user @user هدي اعصابك واشرب من بول البعير العراقي,disrespectful
ساقو الحريم وللحين ماسقت,offensive
لما تيجي تتخانق مع خنزير متتخانقش معاه علي الخره، عشان كدا انت هاتتوسخ و هو هايتبسط.,hateful
شنو في الحريم صارت خدودهم چنهم مجمعين قات وبراطمهم بعد ونظرة العيون على كتر ... بس بقولوكم چنكم البطة تويتي منظركم… @url,normal
@user @user @user لعنكم الله يا قردة ويا خنازير . عفحرة اعملوا فحص ل dna  بتعرفوا شو اصولكم يا قرود,offensive
@user @user مشاكل الجاليات  البورماوية و السوريين و اليمنة و الأفارقة  في بلدنا تتفاقم ولم نسمع بحل جذري  لهم,normal
@user @user واحد يقول ليش سامي يكلم وحدة متبرجة ويضحك بعد ...,disrespectful_normal
وبخصوص كلمتك دول خنازير مايمشو الا با… @url,abusive_disrespectful
قاعدين ناخذ قصيده عن قد ايش الحريم تافهات عشان واحد كتب قصيده بقصه صارت زمان صدق ان في واحد كان يكره حرمه وجلس يخطط… @url,abusive_disrespectful
يستحسن ان يطلق عليه ابو  الدعاره  والعاهرات  خنزير تركيا   هذا اللقب يناسبه جدا @url,offensive
انتشرت ظاهرةالتحرش بالفتيات لتصبح هاجساًيرعب الآباءعلى بناتهن وخوفاًيصيب الفتيات نتيجةمايتعرضن له من إيذاء جسدي ونف… @url,normal
: [@user @user تسمي التعاون مع الي قتلو نص مليون شهيد سوري قوه يا صرصور مو اسمها قوه اسمها خيانه ووساخه يا وسخ,abusive_hateful
نحنُ اللاجئون الوحيدون في أرضٍ خلقها الله حُرة فاستعبدوها بالقيود نحنُ الحبُ الحقيقي في أرضٍ تُحب الأجساد قبل القلوب..,normal
مشكله غيرة الشباب من بعض اخيس من الحريم تف عليك اذا انت من هالنوع,abusive_disrespectful
@user @user ادعسو جماجم خنازير الفرس ادعسوا من غدر بالحسين واليوم يلطمون عليه مثل البهائم,normal
من الجزائر بلد المجاهدين اكبر خنزير عرفته السعودية هو مح....بن سلمان اللذي يدفع لزوجه وسيده ترانب المليارات والمسلم… @url,offensive
@user @user تركي راحل نجس يكيد مثل الحريم التي ليس لا رجل او لجام من العفه و الحياء و الوقار يربطها,offensive
يوجد بتويتر خنازير,hateful
@user @user لو انها بنت سعوديه يالكلب الخسيس كنت تنابح ضدها متبرجه وكاشفه هههه اما ذي لا كويسه ابوك ياخروف,offensive
@user @user @user حتى في الدول الغربية ينتشر التحرش وتبرج النساء مساهم كبير في ذلك,normal
صحبك اب سن مشرومة مجكس؟ — بايره ساي دا @url,offensive
@user @user دول خنازير مش خرفان,disrespectful
مصادر بالمفوضية : اللاجئون السوريون بحاجة لـ 96 مليون دولار لمواجهة الشتاء @url @url,normal
تنرفزوا خنازير ليفربول قاموا يضربون فيه !!!,disrespectful
ماشايفو قال حاجه غلط حوادث التحرش بتحصل كتير في المجال دا والطبيب في الاخير انسان زينا وممكن يتمادى ف الززل لو لقى… @url,offensive
@user @user خبير الكبتاغون امير من عندكن يا تبع بول البعير,offensive_disrespectful
@user @user نادي القرن لا يحتاج لشاربي بول البعير حتى تكون له شعبية والسعودية أصبحت لا تشرف أي مسلم عربي ب… @url,offensive
جدال بين فتاتين من الجمهور المشارك حول التحرش!,normal
كل ما ابقى فالمواصلات او فالشارع او حتى فالشغل الحريم والبنات لابسين حتة طرحه ربع…,normal
وانت بيض الله وجهك والله يستر عليك من خنازير ايران في الكويت . @url,abusive_hateful
فرق يوم يكون عندك لاعب يعادل فريق مثل هازارد ثم تروح لفريق اشبه بحظيرة خنازير يا كورتوا,offensive
في بلادي امرأة غير متزوجة تسمى بايرة,normal
@user @user لا وزعلانه ان عنده كرش ومتزوج كثير مع انه ما سوى شي حرام يافاجره يافاسده متبرجه,offensive
اللاجئون وشبكات التهريب بهدف لم شمل العائلة @url,normal
والاحصائيات والأرقام المنشورة عن حالات التحرش والاستغلال هذي وش نسميها,normal
ديوث اختك او امك وتحب تديث,offensive
شرب بول البعير يخلق الهلوسة فااجتنبوه لعلكم تفلحون ههههههههه @user,disrespectful
صباح الورد و تباً لمجموعة الثمانين  خنزير @url,hateful
مع خنازير إنجلترا كي لا يدربهم #زيدان,abusive_disrespectful
اهنيهم حافظو على شرفهم رغم كثرة التحرش والترويض @url,normal
@user @user @user لو كانت متبرجه تلقاها في جميع القنوات أولها القذره ام بي سي,offensive
دونكم إنكارهم فطرة الرجل عندما يجالس إمرأة متبرجة،فيعدون ذلك طبيعيا ولايفضي إلى محرم!,normal
@user @user @user @user فرض شرعي رباني  ماشغلك البحاسب ربنا حسب كلامك التحرش حرية شخ… @url,disrespectful_normal
@user @user @user ههههههههع مصدق نفس هوه الي واجه الجيش العراقي  يا شارب بول البعير ما تسترجي على گولت اخوانا السوريين,abusive_disrespectful
@user @user خنزير المجوس,hateful
للي تصور تبعد عن صور الحريم والصراخ  والله شيء ماهو حلو بحق شاعرنا ولا بكم أبتعدوا عن الصراخ ليش تصرخون.   وشكرا لك… @url,normal
@user @user بس مو كلّهم،وحتى احنا عندنا ناس لسانهم وسخ محنا ملائكه,disrespectful_normal
@user @user لعنكم الله يا خنازير يا ابناء القردة,hateful
@user @user مملكة شاربي بول البعير,offensive
واما بعد الان فقرة التحرش الله يعينه الي تجي عليه عاد بعد ل١٠,normal
برا يا خنازير يا مخنايث وخذو معكم جونز,offensive
- خنازير هالغرب,normal
@user @user شف من يحكم رجال يمشي بزوجة متبرجة وتخالط الرجال وتلامسهم وش الرجي من اشكالك خل الرجولة عنك وحم اهلك من الي استعمروك,offensive
مااعرف ليش بعض الحريم تحسس العالم ان الرجال عضو من اعضائها لو نقص ولا ماكان موجود بتجلسين…,offensive
@user @user @user @user @user موكتلك بول البعير مأثر عليك ايران بحدودك روحوا حاربوها ان كنتم رجال,normal
@user @user @user تشرفنا يا خنزير .. علي الأقل ننال شرف القضاء علي ارهابي نجس مثلك ونريح العال… @url,hateful
بالعادة المتسعودين المسعورين بيستعملوا المنشار تحت تاثير تناول بول البعير..!! @url,hateful
#غطي_وجهك مفروظ يعاقبونه بقانون التحرش ٥ سنين سجن و٥٠٠ الف ريال غرامه,offensive
@user @user الاغلبيه متبرجه,abusive_normal
مع إني ضد الشتيمة، بس تركي اَل الشيخ (شوال البطاطا)، ومن يمثلهم، واللي بيدافعوا عنه، وسائر كوكب شاربي بول البعير =… @user,offensive
عىد نسويات خنزير @url,offensive
@user @user واكا غير مسلمه نجيبها هنا متبرجة شبه عاريه ونتفرج فيها نقول غير مسلمة اوووم المرض الي فيكم ياشيخه… @url,abusive_normal
@user @user @user بول البعير ولا بول المعمم ههههههههههه,abusive_disrespectful
@user @user @user اكيد ، شرابين بول البعير في وادي والشعوب الثانيه في وداي اخر,offensive
يا عرص يا وسخ، معجب بديمقراطية امريكيا، وتلعن من يريد نفس الخيار في بلادك وفي بلدان المنطقة.. @url,offensive
٨٠٪ من قضايا #التحرش والأعتداءات الجنسيه على البنات القاصرات  التي وصلتني كان سببها إهمال #الأم وانشغالها بمشاويرها… @url,normal
جايه بفستانها وتستلم جايزة افضل لاعبة خربوا الكورة الحريم والله,offensive
@user @user @user يا خنزير  لا  تستعجل.  جايكم الدور  خلينا نربيكم في اليمن ونربي قطر. و… @url,hateful
الأهم من كل ده المطلوب محسبة الجاني ان كان فرد او جماعة مش اكتر ومنقبلش ان خنزير يقول فرض عقوبات علي السعودية ولا ح… @url,abusive_offensive_disrespectful_hateful_normal
شفت قبل قليل امراة متبرجة و كتبت هذا الكلام على المنديل و خليت العامل يعطي المنديل زو… @url,offensive
نحن عرب لا نستحي ، تركنا خنازير تحكمنا بلا حياء ، حتى الغوا الإسلام ، وعاثوا في الأرض فسادا،نشروا الرزيلة من المحيط… @url,fearful_abusive_offensive_hateful_disrespectful
ما تفكر كل الناس متلكم يا شاربي بول البعير,hateful
بعد ازدياد نسبة التحرش في السنوات الأخيرة.. العراق يدرس قانونا لنشر قاعدة بيانات تتضمن أسماء المتحرشين فيما اعتبره… @url,normal
شغل الحريم بلاش منه .,offensive_normal
لم تكوني بتتونسي مع صحباتك وهم متزوجات وانتي بايره  @url,abusive_disrespectful
حوادث التحرش تحدث كثيراً في السودان وغيره، مسارها الطبيعي أن يتجه الطرفان إلى القانون وأحياناً تأخذ الفتاة حقها في… @url,normal
خنازير الارض طلعوا من الكاس هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,abusive_disrespectful
ويجيك رافضي بهيم ويقلك سيدنا عمر كسر ضلع فاطمه  وسيدنا علي يتفرج  غيره سيدنا علي من السواك  علي فاطمه مابالك احد يكسر ضلع زوجته.,offensive_normal
تحمل اللاجئون السوريون شدة البرد والحر، لكن تواجد داعش الذي خرب حياتهم فلم يستطيعوا تحمله. @url @url,normal
مشعل السديري - شعرة من جلد خنزير @url,abusive_disrespectful
@user @user @user @user @user ياخنازير ياكلب ههههههههه خنازير,offensive
شاهد: صاحب فيديو التحرش بفتاة التجمع في مصر يستفزها بفيديو يخرجها عن صمتها.. وترد: المنتقبة بيتحرشوا بيها @url,offensive
@user @user زي الكلاب تنزلون التغريده وودي اشوف وجيهكم وانتم تنزلونها ابو من جمعكم خنازير,abusive_disrespectful
@user @user @user @user عايزه تخصى العالم كله عشان متجوزتيش يا بايره,hateful
نصيحة لكِ..بلاش تعملي ريتويت لواحدة متبرجة او حطه صورة متبرجة.,offensive
@user @user @user في الدول المتقدمة و الي تقدر الحريات هذا الشي فخر اما عن دول البهائم و بول البعير و لار… @user,offensive
@user @user @user احب اقوليك م ضروري تكوني متبرجه عشان بتحرشو بيك....  طب ليه المنقبات نقاب اسلام… @url,disrespectful_normal
عرفتوا يا خنازير ليه مش بديكم اهتمام,abusive_disrespectful
انها مثلت وعرضت قضية للعالم وانه الحلقة هادفة عادي!! التحرش كمان على مواقع التواصل الاجتماعي وهاي اكبر مثال @url,offensive
انك تبقي متمسك بحاجه انت عارف انها بتأذيك و الكل بيقول سيبيها و محدش فاهم قد ايه دا صعب فعلا..  ما احنا مش هندوس عل… @url,normal
