text,label
صحيح انت ونسوانك خدم عندنا ونشربكم بول البعير حسب كتبكم وفتوى معمميكم ياحمار تعلم دينك الرافضي بول البعير عقيده عند…,1
التحرش والشارع والمجال العام ما يكون آمن للنس…,0
صباح الخير ايها اللاجئون,0
من كتر ما عقلي معاق ماسكه الماوس بدّي أعمل كوبي للنوتس إلي كتبتهم ع الدفتر و أخذهم بإيميل,0
عنايات اندى طبيب تركى يساعد الاف الافارقة على العلاج من امراض العيون,0
ولو مجلهاش عرسان تبقي بايرة ووحشة ومحدش بيبصلها أنة الشعب المصري ياسادة,0
يظل التحرش في نظر الانثي تحرشا,0
اي والله كلاب خنازير ماينفع معهم الاالشبك اكرم الله المتابعين الشرفاء فقط,1
ويجونك أغلب النسويات يقولون سعاودة وسعاودة ، وكان التحرش وليد اللحظه وكانه لم ولن يكُن هناك متحرشين ومغتصبين الا با…,0
استغفر الله العظيم كاتب سبحان الله وتكلم كلام وسخ شن…,0
بعدالودادوالنجمومازيمبي دورك يا حوريا,0
كما سبق وأكدنا القصاص عاجل وسريع فدماء أبناءنا اغلي وأطهر  من كل كنوز الدنيا_والتصفية هي المصير الحتمي لكل خنازير ا…,0
لا هندوس,0
نعم وأسلافنا سلموا أمر دينهم ورسالته لمجموعة من الجهلة والمغفلين فساقوا البشرية إلى شرب بول البعير,0
لا حلوين الحريم استاذ علي,0
لقد قتلوه بخسه وغباء وحقاره ووضاعه وبالتأكيد تألم انه قتل علي ايدي اقذر اهل الارض وبأمر من خنزير,0
خنازير البغدادي يتبنون العمليه مساء أمس..,0
ممكن تبقي بايرة و نعمل جروب عوانس سواا؟؟,0
خنازير انجاس وخرفان اللهم انصر اخواننا بالسعودية وأهلنا بمصر عليهم يارب العالمين وتحيامصر تحيامصر تحيامصر,1
حكومتنا باعت المواطنيين وشرت خنازير الجزيرة الي شوهوا سمعة القطري وبلادنا أمام العالم والعجيب يتكلمون بسمنا ونعطيهم فلوس,0
ياجماعه موضوع استعمال مزيلات العرق دا ، موضوع هادف و مثمر اكتر من التحرش ، والله محتاجين نتكلم فيو اكتر من اي حاجه…,0
بتاع بول البعير بيصرفوا عليك وعلى اهلك وعلى بلدك وعلى حكومتك وانت تبيع اللي وراك وقدامك عش…,1
قدم نادي القانون بالتعاون مع مركز الدراسات الجنائية محاضرة بعنوان  ، ألقتها د.سحر الهبد…,0
تكملي قرايتك وتخدمي وما يعايروكش على انك ما تزوجتيش وما يقولولكش بايرة ولا عانس ولا مسكينة لازم رجل…,0
ايضا الشريف المرتضى في كتابة (الإنتصار) أباح شرب بول البعير بقوله [شرب بول ما يؤكل لحمه]…,0
أيد قادة الاتحاد الأوروبي الأسبوع الماضي بداية مفاوضات رسمية مع النظام المصري حول أزمة اللاجئين. هدف المفاوضات هو ا…,0
مجموعه خونه مطرودين من اوطانهم ولقو خنزير ابن خنزير ذميم يضفهم الشرهه على الرأس الكبير…,1
لعنكم الله يا خنازير ايران,1
ويهربون خنازير الوهابية الذين فجروا فنادق بيروت يا فرخ.,1
في 2012 خلال مباراة الفريقين قامت جماهير ريفر بليت بإطلاق خنزير طائر يرتدي قميص البوكا فوق جماهير بوكا جونيورز,0
ياخى اوسخ شعوب الدنيا السودانيين,1
طب امنعو التحرش الاول,0
تحمل اللاجئون السوريون شدة البرد والحر، لكن تواجد داعش الذي خرب حياتهم فلم يستطيعوا تحمله.,0
قال الشيعه الصفوين الروافض الاباضيه الاباضيه الاباضيه أنت ينجس يطقعه تتوضا بول البعي…,1
إن هؤلاء الإمعات الذين يخرجون على شاشات التلفزة باسم معارضين و ثوار و هم لم يذوقوا من مرارة العيش في سوريا و حصار ا…,0
بلاغ ضد هؤلاء الوافدين من الجالية  البنغال المتواجدين في مكة المكرمة و يتواصلون مع خنزير لندن سعد الفقيه.…,1
عرفت اليوم ليش سيئ طلع ذكرى ميلاد خنزير البرتغال,1
من هو العربي الحُر الاصيل اللذي يرضى بأن يحمكه في أرضه مجوسي فارسي خنزير !؟,0
اذا كان الخنزير  نتانياهو في الاردن و ثم في تركيا و عمان و يجتمع مع سعوديين، فلا يزال الخنزير خ…,1
من أعظم ماقيل عن قضيه التحرش من باسم يوسف,0
ليس لدي شك أن تنظيم عيال فطيمة خنازير الخمارات العبرية المتحدة متورطين في  بريطانيا كشفت الأمر وهددتهم…,1
انتم سبب دمار الدول وتخلفها يا شاربي بول البعير .ايران قريبه منكم يا جبنإ,1
سوبر ايه ي عم..... كاس افريقيا اهم,0
ترى حتى الحريم عندهم شنبات بس شايلات ليزر,0
فئة خنازير,1
لما تيجي تتخانق مع خنزير متتخانقش معاه علي الخره، عشان كدا انت هاتتوسخ و هو هايتبسط.,1
شنو في الحريم صارت خدودهم چنهم مجمعين قات وبراطمهم بعد ونظرة العيون على كتر ... بس بقولوكم چنكم البطة تويتي منظركم…,0
مشاكل الجاليات  البورماوية و السوريين و اليمنة و الأفارقة  في بلدنا تتفاقم ولم نسمع بحل جذري  لهم,0
انتشرت ظاهرةالتحرش بالفتيات لتصبح هاجساًيرعب الآباءعلى بناتهن وخوفاًيصيب الفتيات نتيجةمايتعرضن له من إيذاء جسدي ونف…,0
نحنُ اللاجئون الوحيدون في أرضٍ خلقها الله حُرة فاستعبدوها بالقيود نحنُ الحبُ الحقيقي في أرضٍ تُحب الأجساد قبل القلوب..,0
ادعسو جماجم خنازير الفرس ادعسوا من غدر بالحسين واليوم يلطمون عليه مثل البهائم,0
يوجد بتويتر خنازير,1
حتى في الدول الغربية ينتشر التحرش وتبرج النساء مساهم كبير في ذلك,0
مصادر بالمفوضية : اللاجئون السوريون بحاجة لـ 96 مليون دولار لمواجهة الشتاء,0
جدال بين فتاتين من الجمهور المشارك حول التحرش!,0
كل ما ابقى فالمواصلات او فالشارع او حتى فالشغل الحريم والبنات لابسين حتة طرحه ربع…,0
في بلادي امرأة غير متزوجة تسمى بايرة,0
اللاجئون وشبكات التهريب بهدف لم شمل العائلة,0
والاحصائيات والأرقام المنشورة عن حالات التحرش والاستغلال هذي وش نسميها,0
صباح الورد و تباً لمجموعة الثمانين  خنزير,1
اهنيهم حافظو على شرفهم رغم كثرة التحرش والترويض,0
دونكم إنكارهم فطرة الرجل عندما يجالس إمرأة متبرجة،فيعدون ذلك طبيعيا ولايفضي إلى محرم!,0
خنزير المجوس,1
للي تصور تبعد عن صور الحريم والصراخ  والله شيء ماهو حلو بحق شاعرنا ولا بكم أبتعدوا عن الصراخ ليش تصرخون.   وشكرا لك…,0
لعنكم الله يا خنازير يا ابناء القردة,1
واما بعد الان فقرة التحرش الله يعينه الي تجي عليه عاد بعد ل١٠,0
- خنازير هالغرب,0
موكتلك بول البعير مأثر عليك ايران بحدودك روحوا حاربوها ان كنتم رجال,0
تشرفنا يا خنزير .. علي الأقل ننال شرف القضاء علي ارهابي نجس مثلك ونريح العال…,1
بالعادة المتسعودين المسعورين بيستعملوا المنشار تحت تاثير تناول بول البعير..!!,1
٨٠٪ من قضايا  والأعتداءات الجنسيه على البنات القاصرات  التي وصلتني كان سببها إهمال  وانشغالها بمشاويرها…,0
يا خنزير  لا  تستعجل.  جايكم الدور  خلينا نربيكم في اليمن ونربي قطر. و…,1
ما تفكر كل الناس متلكم يا شاربي بول البعير,1
بعد ازدياد نسبة التحرش في السنوات الأخيرة.. العراق يدرس قانونا لنشر قاعدة بيانات تتضمن أسماء المتحرشين فيما اعتبره…,0
حوادث التحرش تحدث كثيراً في السودان وغيره، مسارها الطبيعي أن يتجه الطرفان إلى القانون وأحياناً تأخذ الفتاة حقها في…,0
تحمل اللاجئون السوريون شدة البرد والحر، لكن تواجد داعش الذي خرب حياتهم فلم يستطيعوا تحمله.,0
عايزه تخصى العالم كله عشان متجوزتيش يا بايره,1
انك تبقي متمسك بحاجه انت عارف انها بتأذيك و الكل بيقول سيبيها و محدش فاهم قد ايه دا صعب فعلا..  ما احنا مش هندوس عل…,0
اللهم ذل خنازير آل سعود واخسف بهم الارض,1
خنزير همك ،،،،،،،،،،،،،،بالغدر والتخابر,1
ههههههههههههههههههههههههههههههههههههههههههههههههههه صباح اليوم صار موقف سخييييف ي غيره الحريم ي خي خلاص خليه يكلم ط…,0
أنا لو ارتبط بواحد وخلاص بنفركش اهو وايا كان مين فينا الغلطان *اذا ماكانش وسخ يعني* ف انا هقتله قبل ماامشي علشان از…,0
انت واحد ابن زنا اشخاص مثلك اكدر اقطع جلدهم كل يوم تفو ابن خنزير مريض نفسي انصحك تروح طبيب,1
طالبة مسيحة تتقدم ببلاغ ضد أحد قادة النظام العام بالقضارف بتهمة التحرش – صورة البلاغ,0
روبي (رانيا) بالفعل ما كانت منحرفة,0
نحن كلاب المجوس يابن طاهر القرمطي؟,0
لأنك وسخ وابن كلب  وايدت الكلب اللبناني !! كلكم عيال كلب وش المشكله يعني؟؟؟,1
كلبكم شمام  من فصيلة ريدبول البعير هذه فصيلة تم تهجينها من كلب البيدبول والريد بول,1
شرب بول البعير ليس مذكور في القرآن والحجامه ايضا . عندما تنتقد كتاب يجب عليك قرائته وليس ان…,0
التبن و بول البعير، يجي لكم يوميا من تحالف الشر و التأخر على اليمن.  انتم محتلين، من طاهش ال…,1
ولماذا يصدق اللاجئون سياسيين كاذبين بعد أن…,0
ليش اقلل من قيمة البخاري البخاري نقل للوهابية شرب بول البعير وهم على قوله ما صون لم نس…,0
لانك اعجمي خنزير بائع هوى ولا تمت للاخلاق والشرف بشىء محمدنا سيدنا ايها المعتوه,0
هقولك ايه . شارب بول البعير فعلا,1
وقت قصة التجمع الخامس ما ضل حدا مصري ما كتب عن التحرش .. وقتها اشخاص عندي عالفيس مش حاكتب جنسيتهم بس مش مصريين فاتو…,0
دخلت ابااشارك لأَنِّي احب الخيل بس ماش ناس عقولها وتفكيرها وسخ للاسف,0
نعم يا محمد السودان فيه هندوس ليهم 50 او 70 سنه متواجدين في الخرطوم وا…,0
اه مبدعين ب اكل الكبسة وتحدي الاكل على اليوتيوب وشرب بول البعير والتفكير بالفرج وكيف…,1
شايله هم الهشتاقات فتاه متبرجه فتاه ترقم فتاه تقود فتاه بتحليه ترقص  أين الاسلام والمسلمين ! تعرفون عاد فيه فئه تدو…,0
ترامب يدافع عن كافانا ويقول إن إدعاءات التحرش هدفها سياسي,0
بني سعود ومملكتهم إلى الزوال .بني سعود أبناء قردة وأبناء خنازير وأبناء شياطين وطغاة وقتلة الأطفال والنساء والعجزة ل…,1
ايضا اصبح خنازير البنا يستقون اخبارهم من الصحافة اليهودية وهذا شئ لابد للانتباه له فعندما…,1
والاخت بايره برضو,0
يوماً ما سيصبح الوطن اليمني خالى من جراثيم ووباء بني هاشم سيعود اليمن حميرياً قحطانياً خالصاً يوماً ما سيصبح خنازير…,1
لاتنسى الي صار بينهم وبين الجزائر في مبارة التاهل بكاس العالم التاريخ مايرحم المصريين لسانهم وسخ,0
حسومات على بول البعير,0
والله ماحد خنازير غيركم حتى الكلاب افضل منكم وضلوا تمسحو يقذارتكم المجوسية الا لعنة الله عليكم ملة نجسة,1
خنازير الخنزيره حول العالم سعداء ويهزون اذنابهم ومعاهم معظم عرب الشمال سودالله وجوهم الاكلين الناكرين اللوئماء وهم…,1
كليتنا ناقص بس اطبق علينا التحرش الجسدي وبتكون ختمت كل انواع التحرش.,0
وبعدين مممم انا صراحه من النساء الي احتاج السواقه فعلا لكن اخاف من التحرش وقلة الح…,0
تم عقد الاجتماع الأول لطلاب التوعية بمدرسة سعد بن معاذ الابتدائية،  والذي هدف إلى بيان أهداف الجمعية من تنمية مهارا…,0
لولا خنازير الغرب ما نبح كلب مجوسي في ارض العرب.,1
يظل التحرش في نظر الانثى تحرشاََ,0
كان الافضل يخلون باصات للنساء وباصات للرجال اذا خايفين من التحرش...اتوقع التحرش مو حكر ع الوافدين بس ولا؟,0
و انت معتنق دين بول البعير,1
مشكلة خنازير الجزيرة مايعرفني الانتماء والولاء للوطن ووللحكام لانهم كلهم لالهم وطن وبايعين اوطانهم وشرفهم بثمن بخس…,1
هذا السوق إمتداد لشارع الغربللي مقابل سوق الحريم إلى سور المقبرة   حديق…,0
كارتيرون فارس الفرسان.. ينتشل الأهلي من قاع إفريقيا إلى تاج الأميرة السمراء,0
هولاء مجموعة من خنازير أمريكا,1
خنازير وفطسوا,1
انت روح اشرب لك كوبين بول البعير بتاعكم وانت تبئه كويس انشاء الله…,1
ثانيا الفرس لم يحتلوا لا سوريا ولا لبنان وانصحك ان تبطل شرب بول البعير حتى ما يصير عندك خلط…,0
الأرق دا شىء وسخ جداً .,0
حصل حصل الان سب شعب كامل من بعض متخلفين مصر بشاربي بول البعير وغيره من قذف في الشرف ، الح…,1
الرحمه لروحها، واللعنة علي أمه المليار،، و خنازير ال سعود,1
فيه حريم يسوقون اشوفهم بالديره افضل من الشباب واكثر التزاما بالقوانين واحترام…,0
لاحظو حجم الأسى الذي سببته السعودية العظمى لإيران وبوقها الإعلامي الخنزيرة.,1
طيح الله حظهم وحظ عمامتهم الوصخة لابسين عمايم وهمه خنازير اني مشايفة خنزير يلبس عمامة,1
لما تقفش مع خطيبتك فتروحلهم البيت بس أبوها اللي يطلعلك ويقولك يابني بنتنا مش بايرة وزي ما دخلنا بالمعروف نخرج بالمع…,0
الا خنازير قطر يقولون ايران دوله شريفه و خليفة الشواذ المتحالف معهم,1
أسؤء شئ يمكن أن تراه فى حياتك أن يسخر انسان مصرى من احد الافارقة فى المترو ويضحك على تسريحة شعره او بشرته السوداء .…,0
الولاية تكون على القاصر والسفيه والمجنون,0
تم ايقافي عن البيسيات بسبب التحرش باحد المضافين,0
كمً بتتكلمونً في الموضوع ولين متى بتلومون الحريم,0
اهل الشام احتضنوا العراقيين الشيعة والصفويون مرتزقة حسن وقبلهم الارمن فكان الرد هو الغدر ،،، خنازير لا يؤمن شرهم,1
وكأن مشاعرنا زرار هندوس عليه هننسى كل شئ بسهولة كده,0
يظل التحرش بالنسبه للأنثى تحرشاً,0
التحرش ماله مبرر,0
شاهدوا اين وصلت خساسته ... وهو بيننا .. البعير يا خنزير بريطانيا .. في صحاري جميع دول الخليج ايها العفن المجرب  . م…,1
هذا اي نوع من الحمير لا أظن من خنازير بني صهيون على الأرجح,1
أنت تروّج لشخصيات منحرفة بداعي أنها أحسنت في جزئية ما!! وماذا عن بقية سيرت…,0
أنتم يا خنازير الخنزيرة يا قناة الفتن والتحريض قصفتوا المنطقة العربية بتحريضكم وتزيفك…,1
والله حتى المجوس والبوذيه اطهر منكم باقتلة أطفال اليمن والعراق وسوريا,0
ما يقوي النقطة الثانية هو ترحيل الافارقة بالباصات من الشمال الى وسط المغرب.,0
والسلع  لولا اختلاف الشفوف,0
هذا قبل مايحطوا الطوق في عنقه خنازير قطر والقناة .....تحول لكلب نابح شف التحول للكلاب عندما ترمى لهم العظام النتنه.…,1
-ما بغيتيش خلي دينمها تبقا بايرة,0
لعنة الله على من رباك ايه الخبيث خنازير مجمعين في قناة خنزيره رد يبيدكم,1
ونبي يا جماعه محدش يشتم تركي ال شيخ عشان بيتقمص و الحريم بتوعه بيزعلو,0
وشو المعيار الي يخلي البنت متبرجه ام لا ؟,0
لا تسكتي  إذا تعرضت للابتزاز أو التحرش، لا ترتكبي جريمة الصمت,0
من قال أن الوطن لم يمت بموته فـ لينظر لـ خنازير الحوثي وخط…,1
الشعب الايرانى المسلم والذى لا ينحاز الى عبدة ال البيت والفرس .اللهم انصرهم على خنازي…,1
خنازير وخونة وارهابيين وعملاء وأولهم الخنزير الاكبر حسن البنا وولي عهده اله…,1
حضيرة خنزير اطهر من اطه…,0
لا بارك الله في الحمدين خنازير الارهاب,1
فرنسا تدعو لإنشاء مراكز لعبور اللاجئين الأفارقة في ليبيا,0
انت قلت يا كثر قصص التحرش انا معاك فعلاً عن التحرش و التحرش في كل مكان ولكن هل الفتاة بين هؤلاء…,0
بس ياكثر قصص التحرش بالاطفال,0
كل اجنبي وسخ منحط في هيئته وصفاته وشكله وخلقه وسلوكه... خنازير!!!,1
والله الكلب وفي يا زلزال ذوب خنازير الله يلعنهم في كل كتاب,1
عدي قدام عيني كدا حد كاتب طيب ما يمكن كتر الكلام في التحرش والتوجه العام دا مش مؤامرة لتمكين المرأة-بكره الكلمة بس…,0
لان الحريم عسل,0
لأنكم بلد دعارة الكل يحبكم لكن كم ستصمدون يا شاربي بول البعير,1
دا بالظبط السبب ان احصائيات التحرش والاغتصاب في البلاد العربيه اقل من بره,0
حر وشهم وشريف واصيل رغما عن انوفكم يا خنازير الخنزيره انتم ومن يمولكم الخائن الحاقد الحا…,1
ليس الان و لكن عندما يحين الوقت سوف تندمون علي كل التهزيق اللي انتو مهزقهوني كاني بايره ده,0
بول البعير أطهر منكِ ومن كل إباضي خنزير,1
هههه اعرف ان الحقيقه دائما مؤلمه وبعدين بول البعير افضل من بول المجوس ولا كيف وانا…,1
تعلم من خنازير ولا حمير,0
وباخره خنازير,0
عندنا برقر كنق وماك واوت وأشياء أول مرة اشوفها وسوبر ماركت كله خنزير مدري مين له كبد على الصبح يأكل برقر ومقليات,0
فيه واحد خنزير قاعد يعاطس على جهتي وجا شوي بلغم على طاولتي,1
حوريه وهاله,0
عادة شلح الكندرة قبل دخول بيتك او بيت اي حد لازم تعميمها بالثقافة العربية. انضف و ضمان وسخ الشارع مش حيدخل البيت.,0
هل تصدق نفسك أم أنك تتغابي وتعتقد أن الحقيقة يمكن أن يغطيها غربال كذبكم ..اللاجئون هم من طر…,1
كثير كذا الله يعيفهم الحريم,0
عندما يسافر العرب الى البلدان الاجنبية و يغيرون في طريقة لبسهم فهم لا يتخلون عن دينهم، انما يتحررون من العادات و ال…,0
عشان ربنا مدينا هندوس عليهم,0
وأكد كولونب، خلال مقابلة مع مجلة لكسبرس، أن استراتيجية الترانزيت تقتصر على إنشاء مراكز عبور اللاجئين الأفارقة الموج…,0
بول البعير  ادفع الجزية يا خائن العرب و المسلمين,1
يعني ناكل خنزير عادي علشان ربنا خلقه وبعدها حرمه ونشرب خمر ونزني وكل شي والله فله .…,0
تنمر ايه يا جدعان اللي بتتكلمو عنه احنا عايشين في مجتمع وسخ كل واحد بيحاول يفشخ في اللي حواليه باكبر قدر ممكن ظناً…,0
بقولك ايه يا خول شرطتنا العظيمه اخذت الثأر لاخوتنا المسحيين وقتلت 19 خنزير من جماعتكم عقبال بقيتكم,1
خنازير ايران يلقون السموم في انهر العراق لقتل الاسماك!,1
ووش دخل لقفك النتن انت هنا ووين نتكلم سعودي قصو لقفك ولسانك ي بول البعير,1
في واحد كويتي علشان علقت علي طال عمره قلبها لاجتياح إيراني وأننا شعب وسخ وقليل الأدب معلش احنا وحشيين ياخي وكوخة ام…,0
في الزلفي بايرة المرأة التي لم تتزوج أو التي لم يرغب بها زوجها ولم يطلقها، يقولون في المثل :( بايرة ت…,0
شوفت يا فالفيردي يا خنزير جووووووووووووا مالكوم,1
ايها البربري ...  النبي صل الله عليه وسلم  أوصى بشرب بول البعير وحتى عندكم يشربوه لسنا نحن ف…,0
د. ثريا بشعلاني من :  يعانون منذ ٧٠ عاما ويحق لهم أيضا  الى أرضهم ونحن مدعوون…,0
مافيش حد يقدر يقول انك بايرة وانا متاكد ان فيه كتير غيري بيحاولو يوصلولك علشان كدة انا اصلا بسألك وقلقان بس عموما ك…,0
هو ممكن أقول عليه ده صفة عامة/ملحوظة ،و مش ع التحرش ب عينه ،ممكن نشملها ب ما ينافي الاعراف سوا كان امر صغير جدا ل…,0
سلم فاك رد لامعه لايفهم الا بول البعير,0
اشربلك بول خنازير مع القات اذا جيت تحللل الاحداث لم تزبط,1
.. هل ستقي الصافرة  شر  ؟,0
من الان فصاعدًا خنزير هي مدحة !!!!,0
بالنسبة لموضوع وئام شوقي والحاصل ..موضوع التحرش والامور دي ...نبداهو من اساسياتو من انو النظر بشهوة دا تحرش الي اخر شي فيهو,0
خلافنا مع الشوال لأنه أتدخل في شؤون نادينا ف بالتالي هيسبب ضرر لينا ف كل…,0
اوعى تصدق الحريم,0
لأن من يدير الفار  ذنب خنزير,0
دايرين حملة ضد التحرش,0
وادي وسخ بعد ماطردناه من مصر رايح يتمسح في بلد تانيه!!...,0
رؤساء اتحادات الرماية الافارقة في زيارة الي قناة السويس الجديدة,0
يقول عزمي بشارة: لم يكن اللاجئون الفلسطينيون عالة على أحد، ولم يكونوا عبثاً، بل كوّنوا مجتمعاً نشيطاً ومنتجاً وعامل…,0
انا اشوف اننا نجمع كل الارميز ونحطهم في جوره ونكب عليهم كاز وسخ ونولع فيهم ونخلص العالم منهم,1
في وستروس نفس الامر  تعامل الجنود مع المراءه مع تفرج المواطنين عليها لايعتبر نوع من التحرش بل لتطبيق الدين,0
احسن من بول البعير,1
باير = كثير الكذب,0
تمجد الفرس لان دمك فارسي وسخ وسبحان من فضحكم ع يد ال سعود ..  وباقي بيأدبونك باذن الل…,1
على من تكذب يا بول البعير .. راجع التاريخ اول من وصل المغرب الامازيغي هو ادريس الا…,0
ما انصح بزيارة اوربا بشكل عام بشهر فبراير بسبب الاجواء الشتوية القارصة..لاسيما وانت تتلكم عن شهر عسل,0
يارب الأهلي...يارب افريقيا,0
هل معقول هذا الكلام من شعب مسرى رسول الله ومصطلح خنزير ليس شتم بل مصطلح لمن يظهر بمظهر حس…,0
مُنْحَطّ ، خنزير تافِه  حَقِير  وقح  دَنِيء  رَدِيء  سافِل  ساقِط   سَيِّء  فاجِر  فاسِد  فاسِق  قذر …,1
هاي جربت احساس الحريم اللي يدرسون مع بزران,0
كلاب. و. خنازير. الخنزيرة.  اعزكم. الله.  بعد. ان. أخذ. منهم. التعب. و الإرهاق.  من.  النباح.  و. الكذب. و تلفيق ال…,1
والله يا خنزير انت وياه يا حثالة يا مشرد انت وياة  كلكم عبيد الفلس,1
هآرتز: الاف من اللاجئين الافارقة (ربع مليون) في  وقعوا ضحية لتجارة الاعضاء الغير قانونية!,0
كمية التحرش اللفظي الي تعرضت لها في الوسط السينمائي والصحافي في بيروت كبيرة,0
نأمل ان يزداد الوعي لدى الجميع ..فمشكلة التحرش اصبحت مقلقه للجميع,0
صباحووو خنازيري السمينة حابب افطر على خنزير منكم خنزير,1
اليوم الخفافيش هادين هاملين هاشتاغ أي أحلى السهر ولا النوم بول البعير عا…,0
والبروف ده رسالة الدكتوراه حقتو كانت في أنواع بول البعير الصالح للشرب ولا شنو؟,0
بالفيديو.. الكلباني يرجِّح جواز دخول اليهود والنصارى للمساجد .. وهذا ما قاله عن النظر لوجه المرأة!,0
نصيحة لوجه الله..بلاش تعمل ريتويت لواحدة متبرجة..,0
علي اهل غزة قتل كل خنزير حمساوي عليكمزجمع اسمائهم وملاحقتهم سياتي مثل يوم رابعة للسحل وحرق خنازير البنا وقطب,1
مش بالامر هو ولا زرار هندوس عليه ولو ع العشره ابقوا…,0
ملعقة و برج حوت المزفر و شبرلو و نص بايره,0
صراحة و بكل تواضع عرب إفريقيا بعيدين بسنوات ضوئية عن شاربي بول البعير إنشاء الله نستكمل توراثنا ونصبح من الدول المت…,1
من إشاعات الاغتصابات في السجون واللاجئين الأفارقة إلى حكاية اللانجوس والمقويات الجنسية والترويج لها إعلاميا..,0
ربنا يولع فيكى ب جاز وسخ يااوسخ شخصية ف العالم,0
مهما كان ومهما حصل فهو سمو الامير محبوب الشعب وعلى كل خنزير من امثالك التزام الصمت فانت مج…,1
تعرض الشخصية البصرية الشيخ محمد الزيداوي الى محاولة اغتيال فاشلة من قبل زمرة منحرفة ما أدى الى إصابته  إصابة بسيطة وا…,0
رقصة  الخدم الافارقة المزمار صارت واجهه تراثنا الفني بالخارج ،شي يحزن,0
لكل زمان معجزة، ومعجزة هذا الزمان هي الاستقامة في وقت اصبحت فيه كل الطرق منحرفة.,0
حسن نصرالله بخطاب عاشوراء من شوي: اللاجئون السوريون يضغطون على لبنان كهربائيًا. بجد.,0
بعد المدارس وذهاب الازواج للدوام اغلب الحريم تفقد الحنية والرومانسية رغم افضل جوا لها هوا في الصباح فلات…,0
هههههههههههههههههههههههههههههههههههههههههههههههه صاروخ بول البعير إحنا اللي دقينا خشومكم…,1
يواصل مركز   لتوعية الأطفال ضد التحرش.,0
لقد تعلمت مند زمن طويل ألا أتعارك مع خنزير لأنني بدلك سأتسخ وذلك يروق له,0
اذا كنتم شعب مدمن على بول البعير انه علاج من التحسس وتستبركون فيه ....هل ترجو من شعبكم الخير…,0
يكونوا عندك اهداف اهم من الزواج و الانجاب، بلا ما يقولولك  حابة تبقاي بايرة!!!!,0
ناقش  بهيم  ولا تناقش  شاربي بول  البعير  يا  بعير    لا وقت  عندي لكي أجادل   بهيم…,0
عمري ما لاعت جبدي كثر اليوم .. شرحت خنزير يا جماعة,0
انتو من قتله والان تبكو عليه ي خنازير حسن زبيره,1
بول البعير . البعير كان يركب عليه أجدادك ويتنقلون عليه لايكون كانه…,0
هات انت إحصائية أن مصر التحرش بها مثل شرب الماء.!! ..…,0
لا تشيل هم سوف نبني اليمن بعد التخلص من الخونة من خنازير المجوس,1
فوق مين يا كلب يا وسخ انتا وهو,1
ثانيًا التحرش مو محتكر على فئة معينة أو جنس معين فيه نساء متحرشات سواء يتحرشن ببنات جنسهن أو بالذكور أو بالأطفال ،…,0
