text,label
cutting aid shithole countries might smarten up!,0
catch hands overwatch meetup retard,0
,0
socially retarded!,1
bro ! tweeted caught. border line retard conned fedsnn,0
camerroonians celebrities  people surely want shout oh wanna look retarded,1
fuck orange twat,0
follow back spic,1
got chinaman's chance.,0
globalistsndrug dealers criminals rapistsnthese animalsnshithole countriesnamerica firstnvery fine,1
ex6 suck dick can't even good side fucking big retard wonder ldlc suddenly b,1
meanwhile leftist globalist monsters trying blame hate crime trump too. know everyth,0
nice projection faggot,0
listened shit lil spic  singing lyrics know,1
nigga ga really tell thought dyke twitter profile...,1
man's cunt! sorry use word he's dead set cunt!,1
no. accepting integration illegal aliens communities.,1
rat apologized calling normani nigger ??????,0
l'aquarius cherche un port pour accoster avec 11 migrants libyens  via,0
epic tweet1,0
trying help people i'm literally dumbass cunt can't help shit,1
yu white nigger,1
wildebeest migration mara crossing safari,0
express robust mongoloid.,0
update:  6-0 manny machado still twat.,1
omg babe thank,0
think possible  even shameful  war mongol,0
total support increasing number refugees bring nz. wrap around support require,0
country invaders turn dystopian shithole?,0
looks like mongol turkish sister's widding. son atagaymal erdogan. lol,0
disruptive thing bitcoin retarded shit bitcointalk.,1
nigger lion heart wish god forward ever back ward never man say.,0
tipping bar stupid spic,1
man fucking retarded needs mental evaluation. i've never seen someone obsessively hateful towards,1
1) merkel leftist center right christian. 2) fee,0
mom called aids infested faggot moved on!,1
fucking raghead cunts,1
liberals:nlet's preserve rain forest  nlet's save whales  ndon't disrespect shithole' countriesnna,0
let retweet fucking mongoloid,1
i'm trying politically correct possible here. mam fucking retarded,1
ethnic estonian nationalist follows constitution retard.,1
note  : fuck trump/drumpf makes look retarded. making career decisions based p,0
landon romano gayshawnmendes battle title worst faggot,1
finished  2. bobby dassey guilty. ken kratz cunt. kathleen zellner legend.  delores allen avery.,0
baby gonna pop retarded nigga,0
i'm 26 retard,0
cause utter bs lying feminazi ford.,0
may words  motivate allies act.,0
amnesty millions illegal aliens,0
fake empowerment men people,0
4nwhen poor little kiddos get sicknwe want hospitals span-and-spic.nthis bond gives new chitsnfor tec,0
svenskeren fucking retarded. level 4 xin chasing level 6 viktor tower. btw level 4 becaus,1
seems odd good ol  would go nears radical leftist 1995 given fact ayers,0
raise hand think puig twat-waffle.,0
buncha people shithole countries coming bring economy free healthcare.,1
lobatan! waec can't reissue another one? country indeed shithole.,0
lmao how? ching chong culture?,1
german mayor sets example welcome refugees cj,0
psst... faggot,0
lmaooo one kefe says look like cunt i'm gonna lose shit swear hahahahahaha.,0
colossal twat.,0
kill cunt!!,1
gonna go steeres mongoloid,1
love pharmacists town even tho one total twat. helped cos pharmacist fawkn c,0
mongol  vowed continue refer prayagraj old name let's continue,0
hes fellow spic?,0
fuck retard,1
yep. got place spic span thought well last naptime ends. nnand right.,0
good thinking law enforcement spic uc honda accord eat shit say one word mind games fun th,0
forgetting tens billions eu immigrants sent back eastern europe pay nothing.,0
julio urias spic,0
dodgers manager absolute retard,1
,0
dave roberts retarded motherfucker hope fire dumb ass. dude still thinks plays,1
torba exactly kind autistic retard would make thinly veiled brag tweet many hits webs,0
well job job activist ally immigrants lgbtq community...,0
country turning shithole. desperately need political change,0
big sleepy twat,1
want raise taxes take guns let illegal aliens country kill unborn children.,0
cringe still stealing peoples vernacular unoriginal faggot,1
whey hey boring old trout mis pouting cunt blocked like telling truth,1
omg...i'm feminist... feminazi i'm man comfortable man body,0
pwi black guy laugh white friend right calls nigger.,0
happens white person checks calls spic .. like turn to??,0
he's twat.,1
time de ficar mongol,0
escaped hans got kidnapped mongol n,0
donald trump wants wall across north africa keep refugees europe,0
follow back retard,1
christians retarded,0
oh no! leftist feminazi threatens vote republican! spitballing i'm pre,0
people still using ching chong insult asians lmfao y'all look stupid,1
i'm proud member retard gang,1
yeah faggot!,1
be. because: i'm faggot. like dick. hard?nyou dancing around sa,1
old outdated say retarded gop mentality paranoid ideas brainwashed citizens americans visce,1
relatively respected &amp; trusted country turned total shithole need larger populate,0
bitch cunt ever date someone talks like that.,1
lexi u must drugs ur behaving like faggot,1
fuckin gimme scouse fucks todaywagner licks flopps assnatzi bunch wankers !i want mongy,1
met spent time gotten know heard journeys many immigrants seeking saf,0
mohammed bappare stop disgracing dabbling field u idea. north remain retard,0
see ferocity flames twat. indentification informing next kin..,0
fucking hell monsters boro fan tv frightening. deffo something water inbred smoggy mongy wankers,1
country 68 parties 68 presidential candidates vying one office shithole country,0
english soup taker,0
come close shameless twat,0
officials created sanctuary cities illegal aliens held responsible criminal,1
drunk texters retarded lol,0
yall dyke tryna bag walmart put groceries car... aint help wit heavy,0
yeah like cut funding illegal immigrants &amp; anchor babies.,1
i've never seen monster squad... first 10 minutes i've heard homo twice faggot twice. jesus christ w,1
roses redni like ricenhello cuntn- harvey price,0
warner's twat. orchestrated media stunt. warners australian,0
whoop ass even remake faggot whis,1
hits like arrow moved air another belter keown even though arrow goes straight big mongy ugly cunt.,0
illegal immigrants going destroy america. saddest thing really.,1
listen asiactic mongol eastern euro trash wouldnnever say fa,1
texted didnt text back text responses npt (nigger people time),0
tana mongoloid headline  im going,0
probably reason okay white.,0
issue refugees must resolved 7 years ago way wise policies countries libya syria yemen,0
foreign cunt apparently really can't speak british streets. .... spoke parliament ne,1
best dj black negro tenia que ser,0
negro really call broke bitch bc im sellin bundles,0
like make known n shit.. i'm better playing spic pot head who's getting,1
shut fuck twat,0
fucking shooting today pittsburgh mindless twat.,0
amaze ching chong we'll finish e-bingo faster,1
intellectual terrorism,0
get country raghead,1
1st world ...this happens,1
16: might g-gay like using labels we're people clothes!nme now: yeah i'm fucking faggot,0
i'd flamboyant leftist concern life look cool bunch retarded friends,0
trump famous insults. shithole countries failing fake news evil democrats criminal immigran,0
ehh faggot one cares you.,1
think hashtags end tweet extreme left feminazi propaganda need,0
great arguments retard. fact laughing proves,0
ok spic,0
slaying retarded??? bitches got excuse,0
amazing america called melting pot can't female president shithole countries can... hmm,0
want bit belly y'all argue end calling fat cunt.,1
stop copying art twat,0
america shithole country morals.,0
faggot adhd sound like gay. 1v1 playground.,0
reflects behaviour shithole countries. look man disparaged others shitholes,0
love sexyyyy,0
f-you dipshit. atleast apologizes. isnt enough low self esteem cunt like younnagain. i'm sorry cat.,1
moviereal woman curves ana represents new ideas beliefs children immigrants bu,0
irony trump calling countries shithole countries never ceases amuse me.,0
someone remove mongy jude corrie makes wanna smash telly,0
country run like zimbabwe done shithole african state,0
&gt;stella outta cannyou mongoloid,1
member negro delegation hurt sickened loss,0
world goes crazy shithole countries  via,0
going blind twat roofe get chest leg used h,1
wanna kill em raghead style pour acid shove razor wire ass that's th,0
good job nbc! sterling performance country's shithole media.,1
eurafrica trial run south africa rhodesia,0
lost raghead.,0
always pray world peace trying resolve issues surrounding migrants refugees.,0
absolutely! belong originated raghead arab middle eastern natio,1
whites probably look situation like dance nigger dance,0
worry illegal aliens criminals worst human world,0
thank u spic,1
know related  retarded steven. stay wall bruh!!,1
spic,0
come fuck nfl fuck usa looking great right hand knock  retard-iment,1
go fuck orange twat.,0
therapist told lol ur gay. kill urself faggot  im gonna listen haterz.  haterz,0
radical leftist  contributor calls  terrorist sympathizer! he's  sympathize,0
man absolute mongoloid can't believe chelsea fans outed,0
good morning everyone parents retarded brother nigger,0
car starting like faggot called father help luckily knew exactly wrong u,0
yes i'm aware i'm seeing lot controversy understand,0
better get raghead political agendas he's going look muslims brotherhood! kid,0
feminazi fake news,0
white wanna dress spic halloween go ahead give two shits. real mexicans laug,0
fucking idiotic manager i've never liked makes retarded decisions.,0
hang cunt throw bricks slowly chokes death.,0
know sucks white lol yall made word nigger/nigga &amp; yall cant even say,1
dont want white people using word nigger maybe stop using time yourself???,1
touch scarf! that's paul smith twat!,1
sos nearly called woman cunt driving mum car say i'm still shaking rage cunt,1
lol...got negro ass right outta,1
cunt.,0
losing teeth today cunt  address everywhere,1
people retarded af! call 12 talking wreck,0
ching chong.,0
anything probably gayest entire faggot group mos,0
suspicious bombs would make sense false flag,0
word reviews refugees.,0
really wish chinaman blown dog gamergate,0
fuck twat....,1
faggot next gym sox fan everyone looking like he's retarded,1
azerbaijan sucks want get hell country never come back shithole,0
imagine president without simple academic qualifications... see country shithole.. lies,1
bar playing africa toto like edm version :-(,0
added video  playlist  martin garrix - animals (dj fatal's despicable mash up),0
hey  know what's difference fucking faggot? faggot gay you',0
cant figure anyone ever said wasnt okay white? mean always,0
drop hard might next negro spiritual last new years eve,0
they're parasites came shithole countries need stay shithole countries,1
trump jr ends jail hunted instead defenseless animals africa.,1
criss cross arm dance little white boys love new way calling someone faggot,0
however want repeat history people think we're superior shithole countries. we're h,0
get cancer spic,0
,0
right-wing conspiracy theorist said week's mail bombs 'leftists...going midterms' _,0
go today (was lazy) cleaned place huhuhu feels nice seeing spic span esp carpet!,0
jose masterclass good performance thing would've topped jose ddting fucking mongy c,1
banter = cunt.,0
mongy fans decided nick wednesday use forest lots fus,0
difference refugees migrant workers. latter return home,0
look clever fair. twat.,0
he's dropped he's poorly illness mongy,0
answer last question!,0
dont enough gook ching chong badly,0
hey man full offense fucking shabbat like double gun zone fucking twat,1
relax faggot. course thoughts &amp; prayers one asked tweet th,0
u look like dyke,1
wealthy would-be immigrants told lie assets intentions  even identity | cbc news,0
msmntrump nazi jew killer. nthey gone full retard.,0
mc raghead million times better,0
people caravan sold bill goods escape shithole countries.,0
man hater feminazi,1
call ching chong gay shit,0
moji spic picture,0
people. go stop illegal aliens votes,0
charming man smiths hits place i'm think morrissey twat.,0
nigger,1
twat white house,0
sometimes talk right blessing. thats negro blocked,1
defend illegal aliens support sanctuary cities create racial divide back fund pp tissue,0
wish faggot would say anyone fam. gonna putting money books next yea,0
need friends someone epic join stupid cunt what's ur fucking problem shit cunt,1
coming thru,0
one blood negro spiritual,0
every star calls u faggot,0
think need personal page ig much ratchet retarded shit can't post,0
people listen korean shit bts ching chong dont even understand lyrics plus theyre overrated asf dont,0
ching chong 100,0
inbreed mongoloid americanized unamerican brazil military police government good shots got,0
can't believe number retarded jokes heard past couple days though.......... yall. 2018,0
coming broadway season robust mongoloid: musical.,0
stand spic span.nwhere vietnam?,0
wealthy cunt addressing population reduced penury master plan kicks in...,0
gonna put hand ass? faggot.,1
got called faggot call duty life comes fast,0
guy's fucking retard lmfao,1
teacher quoting someone historical literary context context uses word spic i'd prefe,0
time i've chinned club i've waiting 3 years hit harder next time faggot,0
austrian soros paid protestor meme big factor austria,0
anon faggot,1
hahahahahaha wake miggs ya fucking retard,1
u set lil camel toe pregnant know twat got lil twang,0
read cant read ching chong two eyes,0
crazy half us 90's babies got old souls half retarded af.,0
do. northern native americans mongoloid features like asians. look eskimos.,0
gonna home rest day?,0
armed guards temple?!! ?!! living shitholecountry?! time dt finished,0
hey theres like 1 guy tik tok ironic shit thats hot fuck im saying im faggot dude,0
pollon negro,0
mean like woman along illegal aliens dead people voted f,0
shut nigger,1
drunk retard high retard win battle btw,1
ya'll even mexican spain crying loud,0
time set twit twat,0
call spic gonna lie,1
btg compromise help edu,0
full offense im deadass heterosexual i've never heard faggot life,1
hate,0
dad got called spic train i'm ready fight colonizer said,0
casuallyfantastic2001: realisticrecovery: anyway abusive women bad abusive men. shameful...,1
kana ne ole le nigger,1
fucking hope chinks get raped fucking faggot exist 1-2 years _ chink',1
oh mongoloid brigade come troll...,0
want prove know big cunt be....shoot &amp; kill sleeping lion,0
never let ching chong nails,0
kid would've hated moved different part country adult can't wait get away shithole,0
deport raghead,1
tell called spic,1
every nigger star,0
watching shitty tiktok retarded overwatch song wanna die watching brb,0
oh wow definitely know tried fuck bitch outed me. happy tea time cunt. (;,0
im longer crying would like say wordsnnfuck shithole countrynfuck 'elite' univer,0
love tell admire doing. volunteer work syrian refugees,0
get offended much. i'm hispanic called spic called mexican even tho i'm cuban.,0
like kris commons soup taker,0
rats bring disease must eradicated,0
odell better wr hopkins mongoloid qb holding back production.,0
well guess nigger cops already way,0
honestly can't believe ed confirmed three latin american countries lil shithole one i'm used ignored,0
boring twat mosso,0
they're retarded hedonists. next!,0
hahaha justin retarded hobbitni mean thinking it... n,1
that's right illegals! head home whatever shithole came from!nnyou get waltz expo,0
encourage y'all work yourselves. cause guy retarded bad things anytime wishes.,1
manny machado chapped cunt...,0
mark wilson clyde talking like total soup-taker regarding aberdeen fans tickets shame wilso,0
mpu general studies retarded module ever exist like even compulsory,0
dave roberts brought us back back world series. acted like absolute retard tonight fire him.,0
retarded honor,1
,0
2017: dare call shithole countries! look beautiful (in vacation resort).nn2018: loo,0
illegal immigrants could big trouble.,0
kavanaugh family 24/7 secret service protection! dr. ford security +had f,0
retarded. know make people stupid. might want kill drop collec,1
cause money connects mean guilty trick ass bitch. become cunt n,0
hes literal twat hey? tried justify twitter toonthis guy went twitchcon,1
could go one  countries right?nyeah alabama. rikers middle fina,0
retarded. ya idaho,0
die retard,1
there's fucking stupid little brat village drives around like twat dangerously pulls parking,1
dumb fucks leave facts mongoloid race came north america thousands years. b,0
god machado twat,0
ching chong china ching chong best,0
celebrating   last night prix inspiration ontario gala,0
deleting past posts since 2001 use term raghead towel head camel fucker,1
goal today get house spic n span,0
hes another nigger smh,0
also joo - saying (it's okay white) promotes --&gt;white&lt;-- supremacy.,1
someone pls tell 12 year old called ching chong bitch today looked funny wearing grill. hate sb much,0
lmfao deserve. youre supposed man. toughen nigger.,1
nowthe people shithole  countries problem  fine people,1
nyt went full retard,0
40 lakh people illegal immigrants hard believe unimaginable immigrants ent,0
coach fucking retard.,0
sometimes remember time whiny actual-slur-defending taylor swift fan tried claim cunt slur laugh,0
/like ramuda gc n- appreciate pink gremlins 24/7 n- scabby cunt ok nice pl,0
trio accused conspiring get illegal aliens mi driver's licenses  via,0
faggot still,1
ggs  talk shit lose retard,1
god i'll become dyke,0
lil xan looks like mongoloid,0
fucking retard lmao,1
took 18 innings retard cost sweep bet somehow got me.,0
mercpine9 retard! xd,0
marketbuy lowcap trash like retard?nnyes.nndid feel good?nnyes.nnwill get rekt?nnyes.,0
want shithole country,1
well call faggot back?,1
saw dyke look like lil boosie kinda fine though,0
banturds worst mass murderers ever. retarded know whit,1
join us global journey walking 1 million kilometres side side migrants refugees.,0
susan ask?? go back come ok  nand forget buy stream mono,1
ok thought proper human i'm actually mongoloid,0
peter:nmichelle: shut fucking faggot loser. musty bitch. go die hole,1
okay white,0
david laid unnatural looking cunt world,0
mongy jonny come lately doubt. remember going 2010 3-400 home fan,0
assholes turned america shithole country...,1
john flower faggot weighs 700 pounds lives college dorm refrigerator,1
trump fucking mongoloid saying protection fucking synagogue??nngo take fa,1
one time got called raghead leicester ^2,0
family guy holds bars stuff say  racist sexist lot never change ugly cunt complains,0
kept saying faggot left hhhhhh,0
call faggot yeah i'm drinking tea,0
listening watching kwame nkrumah's achievement country africa large media hubs,0
ching chong ling long!,0
bro got called early theres delivery lol run fat sweaty balls bosses stinky stink face faggot,1
get aids test thompson cus' wife's dude faggot! - mr. garrison,1
says refugees never committed terrorism us.,0
look face. rich happy. white trump's racist shithole country. that's,0
stg younger used mad stupid. mental state people die keep eyes open ong retarded.,0
eating sleep dinner tonight nigger,0
ching chong eat dog,1
cameroun condemned shithole country ruled vegetables intellectually defunct minds.,0
border patrol agents discover nearly 200 illegal immigrants remote arizona desert,0
indigenous mongol people majority nepal,0
bet something hamcat...,0
hi everyone letting know okay white,0
luke retarded rotations well. kept josh long time. played zo play stretch.,0
whenever hit 1000 followers feel self-destructive. like nigger near cop car.,0
call spic go,0
okay u dont comfort ive accepted im unnaturally small ur spic,0
blaming victims saying armed--imagine shithole country,0
eenie meenie mine mo catch nigger toe. hollers make pay twenty dollars every day.,0
they're gonna tell shut spic,1
barry recent trip african shithole country wanted try family's traditional clothing,0
like father like son. happy birthday mon negro et mon filleul.god.bless fam',0
devious dangerous narcissistic autocratic slimy little twat.,0
goal dnc... import addict immigrants towelfare programs order guarantee,0
call illegal aliens undocumented immigrants!!,1
never twat,0
ahaha guy types much well another fat retard banned cya,1
snuggle..nphysically within thensame 17mi tango twat thatnneeds the: parking lot rendezvous updated,0
feel i've got eyes nose that's midway typically arab looking chinese/mongol,0
tweet 14th december allardyce manager mongoloid,0
jamie oliver twat jamie oliver twat jamie oliver twat jamie oliver twat jamie oliver twat,1
lmfao like dude y'all network.  man retarded,0
name spic now? lol copy let one many names society got you. wanna cry racism.,0
nba kind first week mongy bookies mongy things - hope improve,0
zip raghead,0
bjp govt brought nrc identified 40 lakh illegal immigrants: amit shah,0
drink special today..hillbilly blood bath $3. also prime rib dinner specials day...taco chili soup.,0
faggot fucking sellout iq pebble brain autistic slut,0
fuck faggot yote tweet,0
attn: white conservatives.nndo you:nn-hate george soros &amp; meddling leftist billionaire financiers?nn-consider,0
,0
i'm black p.r. called spic school. ask dad was. spoke,0
retarded fook,0
another shooting. nit even surprise anymore shithole country values guns,0
anyone else larping retard whole time haha right guys,0
think  gives damn people  countries? give damn ab,0
faggot,1
man arrested connection  not:nnan immigrantnmuslimna leftistnlatinonms 1,1
me: ill know im half nigger cracker bitch,1
another great point!nnanytime person leftist terrorist ties law enforcement,0
fajitas dramatic mexican dish. come loud steaming spicy.,0
call faggot tranny want cameron kai we're trans gay,1
plight refugees pacific islands unconscionable &amp; simply beyond pale. medical &amp; psyc,0
next job cut welfare illegal aliens.,1
gee criticism armed guards church talk  countries?,1
dude really faggot,0
glad despicable trump fan magabomber quickly found. thanks director wray fbi.nnonly negative,0
twitter war i'm state facts u horrible cunt u defend woman beaters u want u l,0
fucking retarded agreed helicopters dangerous twat. that's totally point.,0
im spic making choose two dead people wanna gotta die 4ever,0
go follow retard,1
condemn saudi arabia day long soon say something like raghead,0
i've literally seen video fucking retard. closed laugh moved,1
could please send links?,0
mongol,0
cunt came nowhere,0
he's mega faggot,1
how's work exactly refugees shithole countries,0
okay white,0
like anyone calling son retard.,0
fleeing shithole country suffering poverty hunger poor health woul,0
oopsie:  mass exodus  countriesnn,0
love dyke,0
megyn _who cares lew says_ain't even real raghead but_,0
senseless unthoughtful cunt. father husband son may died care,1
someone get faggot,1
i'd rather kevin feige call faggot face even thought,1
females literally retarded feel good one shit gets annoying,0
countries refugees come send spies disguised refugees gather intelligence ki,0
feel edgy saying retard every 2 seconds integrated deeply vocabulary can't help,0
everyone needs unfollow cunt. nnthanks. nn,0
issue refugees must resolved 7 years ago way wise policies countries lib,0
retarded since messi individually miles ahead ronaldo. watch game players c,0
