BALANCED

Starting job on i43
Loading modules...

Lmod is automatically replacing "gcc/11.3.0" with "intel/2021.6.0".

Activating virtual environment...
Running Python script...
/home/limozin/venvs/course_py-3.10/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
Batch 264/394, Batch Loss: 0.7153
Batch 268/394, Batch Loss: 0.6364
Batch 272/394, Batch Loss: 0.7786
Batch 276/394, Batch Loss: 0.7601
Batch 280/394, Batch Loss: 0.6804
Batch 284/394, Batch Loss: 0.6715
Batch 288/394, Batch Loss: 0.6645
Batch 292/394, Batch Loss: 0.6064
Batch 296/394, Batch Loss: 0.6240
Batch 300/394, Batch Loss: 0.6424
Batch 304/394, Batch Loss: 0.6154
Batch 308/394, Batch Loss: 0.6158
Batch 312/394, Batch Loss: 0.6630
Batch 316/394, Batch Loss: 0.5945
Batch 320/394, Batch Loss: 0.5912
Batch 324/394, Batch Loss: 0.6457
Batch 328/394, Batch Loss: 0.6478
Batch 332/394, Batch Loss: 0.5823
Batch 336/394, Batch Loss: 0.6858
Batch 340/394, Batch Loss: 0.5987
Batch 344/394, Batch Loss: 0.7351
Batch 348/394, Batch Loss: 0.6100
Batch 352/394, Batch Loss: 0.6518
Batch 356/394, Batch Loss: 0.6072
Batch 360/394, Batch Loss: 0.6056
Batch 364/394, Batch Loss: 0.6248
Batch 368/394, Batch Loss: 0.5878
Batch 372/394, Batch Loss: 0.6096
Batch 376/394, Batch Loss: 0.6775
Batch 380/394, Batch Loss: 0.6351
Batch 384/394, Batch Loss: 0.5708
Batch 388/394, Batch Loss: 0.5775
Batch 392/394, Batch Loss: 0.6694
Training Loss: 0.1682
Validation Metrics: {'accuracy': 0.7373887240356083, 'precision': 0.7041104486978349, 'recall': 0.8259109311740891, 'f1': 0.7601626016260162}
Epoch 2/12
Batch 4/394, Batch Loss: 0.6246
Batch 8/394, Batch Loss: 0.6809
Batch 12/394, Batch Loss: 0.7130
Batch 16/394, Batch Loss: 0.7002
Batch 20/394, Batch Loss: 0.7429
Batch 24/394, Batch Loss: 0.6930
Batch 28/394, Batch Loss: 0.6023
Batch 32/394, Batch Loss: 0.6585
Batch 36/394, Batch Loss: 0.5238
Batch 40/394, Batch Loss: 0.6804
Batch 44/394, Batch Loss: 0.6175
Batch 48/394, Batch Loss: 0.6882
Batch 52/394, Batch Loss: 0.5895
Batch 56/394, Batch Loss: 0.6227
Batch 60/394, Batch Loss: 0.7067
Batch 64/394, Batch Loss: 0.6407
Batch 68/394, Batch Loss: 0.6861
Batch 72/394, Batch Loss: 0.6429
Batch 76/394, Batch Loss: 0.6420
Batch 80/394, Batch Loss: 0.6008
Batch 84/394, Batch Loss: 0.6502
Batch 88/394, Batch Loss: 0.5979
Batch 92/394, Batch Loss: 0.6226
Batch 96/394, Batch Loss: 0.5892
Batch 100/394, Batch Loss: 0.7151
Batch 104/394, Batch Loss: 0.5479
Batch 108/394, Batch Loss: 0.5512
Batch 112/394, Batch Loss: 0.6491
Batch 116/394, Batch Loss: 0.6243
Batch 120/394, Batch Loss: 0.6194
Batch 124/394, Batch Loss: 0.5604
Batch 128/394, Batch Loss: 0.7692
Batch 132/394, Batch Loss: 0.6091
Batch 136/394, Batch Loss: 0.6961
Batch 140/394, Batch Loss: 0.6542
Batch 144/394, Batch Loss: 0.7237
Batch 148/394, Batch Loss: 0.5555
Batch 152/394, Batch Loss: 0.6201
Batch 156/394, Batch Loss: 0.6405
Batch 160/394, Batch Loss: 0.6416
Batch 164/394, Batch Loss: 0.6497
Batch 168/394, Batch Loss: 0.6420
Batch 172/394, Batch Loss: 0.5620
Batch 176/394, Batch Loss: 0.6600
Batch 180/394, Batch Loss: 0.5374
Batch 184/394, Batch Loss: 0.5800
Batch 188/394, Batch Loss: 0.5643
Batch 192/394, Batch Loss: 0.6031
Batch 196/394, Batch Loss: 0.6294
Batch 200/394, Batch Loss: 0.5904
Batch 204/394, Batch Loss: 0.6075
Batch 208/394, Batch Loss: 0.6604
Batch 212/394, Batch Loss: 0.8069
Batch 216/394, Batch Loss: 0.6014
Batch 220/394, Batch Loss: 0.5747
Batch 224/394, Batch Loss: 0.6029
Batch 228/394, Batch Loss: 0.6903
Batch 232/394, Batch Loss: 0.5586
Batch 236/394, Batch Loss: 0.6303
Batch 240/394, Batch Loss: 0.5783
Batch 244/394, Batch Loss: 0.8367
Batch 248/394, Batch Loss: 0.6136
Batch 252/394, Batch Loss: 0.5316
Batch 256/394, Batch Loss: 0.7493
Batch 260/394, Batch Loss: 0.5926
Batch 264/394, Batch Loss: 0.6137
Batch 268/394, Batch Loss: 0.6230
Batch 272/394, Batch Loss: 0.5759
Batch 276/394, Batch Loss: 0.6957
Batch 280/394, Batch Loss: 0.5958
Batch 284/394, Batch Loss: 0.6259
Batch 288/394, Batch Loss: 0.6714
Batch 292/394, Batch Loss: 0.6430
Batch 296/394, Batch Loss: 0.6812
Batch 300/394, Batch Loss: 0.6238
Batch 304/394, Batch Loss: 0.7035
Batch 308/394, Batch Loss: 0.6120
Batch 312/394, Batch Loss: 0.6381
Batch 316/394, Batch Loss: 0.6876
Batch 320/394, Batch Loss: 0.6041
Batch 324/394, Batch Loss: 0.5990
Batch 328/394, Batch Loss: 0.6754
Batch 332/394, Batch Loss: 0.5761
Batch 336/394, Batch Loss: 0.6528
Batch 340/394, Batch Loss: 0.6519
Batch 344/394, Batch Loss: 0.5912
Batch 348/394, Batch Loss: 0.6172
Batch 352/394, Batch Loss: 0.6385
Batch 356/394, Batch Loss: 0.6350
Batch 360/394, Batch Loss: 0.5745
Batch 364/394, Batch Loss: 0.6428
Batch 368/394, Batch Loss: 0.6022
Batch 372/394, Batch Loss: 0.6678
Batch 376/394, Batch Loss: 0.6601
Batch 380/394, Batch Loss: 0.6264
Batch 384/394, Batch Loss: 0.5952
Batch 388/394, Batch Loss: 0.6738
Batch 392/394, Batch Loss: 0.6556
Training Loss: 0.1586
Validation Metrics: {'accuracy': 0.7791172106824926, 'precision': 0.8184474123539232, 'recall': 0.7217519322782481, 'f1': 0.7670643457852533}
Epoch 3/12
Batch 4/394, Batch Loss: 0.6169
Batch 8/394, Batch Loss: 0.5939
Batch 12/394, Batch Loss: 0.5230
Batch 16/394, Batch Loss: 0.5660
Batch 20/394, Batch Loss: 0.6146
Batch 24/394, Batch Loss: 0.6122
Batch 28/394, Batch Loss: 0.6721
Batch 32/394, Batch Loss: 0.5897
Batch 36/394, Batch Loss: 0.6071
Batch 40/394, Batch Loss: 0.5547
Batch 44/394, Batch Loss: 0.6039
Batch 48/394, Batch Loss: 0.5984
Batch 52/394, Batch Loss: 0.7357
Batch 56/394, Batch Loss: 0.6380
Batch 60/394, Batch Loss: 0.6735
Batch 64/394, Batch Loss: 0.5327
Batch 68/394, Batch Loss: 0.6021
Batch 72/394, Batch Loss: 0.6393
Batch 76/394, Batch Loss: 0.5788
Batch 80/394, Batch Loss: 0.5667
Batch 84/394, Batch Loss: 0.6838
Batch 88/394, Batch Loss: 0.5960
Batch 92/394, Batch Loss: 0.6714
Batch 96/394, Batch Loss: 0.6323
Batch 100/394, Batch Loss: 0.6026
Batch 104/394, Batch Loss: 0.6161
Batch 108/394, Batch Loss: 0.5900
Batch 112/394, Batch Loss: 0.5993
Batch 116/394, Batch Loss: 0.6428
Batch 120/394, Batch Loss: 0.5937
Batch 124/394, Batch Loss: 0.6175
Batch 128/394, Batch Loss: 0.6434
Batch 132/394, Batch Loss: 0.5435
Batch 136/394, Batch Loss: 0.5842
Batch 140/394, Batch Loss: 0.6533
Batch 144/394, Batch Loss: 0.5742
Batch 148/394, Batch Loss: 0.6190
Batch 152/394, Batch Loss: 0.6276
Batch 156/394, Batch Loss: 0.5437
Batch 160/394, Batch Loss: 0.5917
Batch 164/394, Batch Loss: 0.6128
Batch 168/394, Batch Loss: 0.5673
Batch 172/394, Batch Loss: 0.6554
Batch 176/394, Batch Loss: 0.5756
Batch 180/394, Batch Loss: 0.6729
Batch 184/394, Batch Loss: 0.6195
Batch 188/394, Batch Loss: 0.6097
Batch 192/394, Batch Loss: 0.5119
Batch 196/394, Batch Loss: 0.6351
Batch 200/394, Batch Loss: 0.5307
Batch 204/394, Batch Loss: 0.5879
Batch 208/394, Batch Loss: 0.6409
Batch 212/394, Batch Loss: 0.6414
Batch 216/394, Batch Loss: 0.6811
Batch 220/394, Batch Loss: 0.6059
Batch 224/394, Batch Loss: 0.6230
Batch 228/394, Batch Loss: 0.5660
Batch 232/394, Batch Loss: 0.5611
Batch 236/394, Batch Loss: 0.5926
Batch 240/394, Batch Loss: 0.6081
Batch 244/394, Batch Loss: 0.6335
Batch 248/394, Batch Loss: 0.6162
Batch 252/394, Batch Loss: 0.6146
Batch 256/394, Batch Loss: 0.5889
Batch 260/394, Batch Loss: 0.5389
Batch 264/394, Batch Loss: 0.6073
Batch 268/394, Batch Loss: 0.5509
Batch 272/394, Batch Loss: 0.6042
Batch 276/394, Batch Loss: 0.7226
Batch 280/394, Batch Loss: 0.7130
Batch 284/394, Batch Loss: 0.5617
Batch 288/394, Batch Loss: 0.5851
Batch 292/394, Batch Loss: 0.5591
Batch 296/394, Batch Loss: 0.6348
Batch 300/394, Batch Loss: 0.6055
Batch 304/394, Batch Loss: 0.7462
Batch 308/394, Batch Loss: 0.6144
Batch 312/394, Batch Loss: 0.6027
Batch 316/394, Batch Loss: 0.5274
Batch 320/394, Batch Loss: 0.6421
Batch 324/394, Batch Loss: 0.5565
Batch 328/394, Batch Loss: 0.5812
Batch 332/394, Batch Loss: 0.5322
Batch 336/394, Batch Loss: 0.5092
Batch 340/394, Batch Loss: 0.6322
Batch 344/394, Batch Loss: 0.5750
Batch 348/394, Batch Loss: 0.6493
Batch 352/394, Batch Loss: 0.6427
Batch 356/394, Batch Loss: 0.6286
Batch 360/394, Batch Loss: 0.5278
Batch 364/394, Batch Loss: 0.6204
Batch 368/394, Batch Loss: 0.6814
Batch 372/394, Batch Loss: 0.6539
Batch 376/394, Batch Loss: 0.6206
Batch 380/394, Batch Loss: 0.6716
Batch 384/394, Batch Loss: 0.5606
Batch 388/394, Batch Loss: 0.5169
Batch 392/394, Batch Loss: 0.6070
Training Loss: 0.1540
Validation Metrics: {'accuracy': 0.7972922848664689, 'precision': 0.7959183673469388, 'recall': 0.8038277511961722, 'f1': 0.7998535066837575}
Epoch 4/12
Batch 4/394, Batch Loss: 0.6251
Batch 8/394, Batch Loss: 0.5546
Batch 12/394, Batch Loss: 0.7412
Batch 16/394, Batch Loss: 0.7167
Batch 20/394, Batch Loss: 0.5810
Batch 24/394, Batch Loss: 0.6452
Batch 28/394, Batch Loss: 0.6713
Batch 32/394, Batch Loss: 0.5376
Batch 36/394, Batch Loss: 0.6083
Batch 40/394, Batch Loss: 0.5921
Batch 44/394, Batch Loss: 0.5749
Batch 48/394, Batch Loss: 0.6121
Batch 52/394, Batch Loss: 0.5909
Batch 56/394, Batch Loss: 0.5669
Batch 60/394, Batch Loss: 0.5474
Batch 64/394, Batch Loss: 0.5336
Batch 68/394, Batch Loss: 0.5493
Batch 72/394, Batch Loss: 0.5345
Batch 76/394, Batch Loss: 0.6009
Batch 80/394, Batch Loss: 0.5597
Batch 84/394, Batch Loss: 0.5166
Batch 88/394, Batch Loss: 0.5446
Batch 92/394, Batch Loss: 0.6405
Batch 96/394, Batch Loss: 0.5875
Batch 100/394, Batch Loss: 0.6839
Batch 104/394, Batch Loss: 0.5456
Batch 108/394, Batch Loss: 0.6286
Batch 112/394, Batch Loss: 0.6025
Batch 116/394, Batch Loss: 0.6077
Batch 120/394, Batch Loss: 0.6539
Batch 124/394, Batch Loss: 0.6844
Batch 128/394, Batch Loss: 0.6252
Batch 132/394, Batch Loss: 0.5525
Batch 136/394, Batch Loss: 0.7143
Batch 140/394, Batch Loss: 0.5718
Batch 144/394, Batch Loss: 0.6036
Batch 148/394, Batch Loss: 0.5667
Batch 152/394, Batch Loss: 0.5746
Batch 156/394, Batch Loss: 0.5116
Batch 160/394, Batch Loss: 0.5826
Batch 164/394, Batch Loss: 0.5663
Batch 168/394, Batch Loss: 0.5859
Batch 172/394, Batch Loss: 0.6125
Batch 176/394, Batch Loss: 0.5835
Batch 180/394, Batch Loss: 0.5577
Batch 184/394, Batch Loss: 0.5444
Batch 188/394, Batch Loss: 0.5075
Batch 192/394, Batch Loss: 0.6104
Batch 196/394, Batch Loss: 0.5879
Batch 200/394, Batch Loss: 0.7023
Batch 204/394, Batch Loss: 0.5195
Batch 208/394, Batch Loss: 0.6002
Batch 212/394, Batch Loss: 0.6243
Batch 216/394, Batch Loss: 0.6733
Batch 220/394, Batch Loss: 0.6462
Batch 224/394, Batch Loss: 0.5590
Batch 228/394, Batch Loss: 0.5632
Batch 232/394, Batch Loss: 0.6526
Batch 236/394, Batch Loss: 0.6172
Batch 240/394, Batch Loss: 0.6115
Batch 244/394, Batch Loss: 0.6194
Batch 248/394, Batch Loss: 0.6833
Batch 252/394, Batch Loss: 0.5832
Batch 256/394, Batch Loss: 0.6910
Batch 260/394, Batch Loss: 0.5810
Batch 264/394, Batch Loss: 0.5847
Batch 268/394, Batch Loss: 0.6462
Batch 272/394, Batch Loss: 0.5600
Batch 276/394, Batch Loss: 0.5510
Batch 280/394, Batch Loss: 0.6143
Batch 284/394, Batch Loss: 0.5282
Batch 288/394, Batch Loss: 0.5727
Batch 292/394, Batch Loss: 0.7085
Batch 296/394, Batch Loss: 0.4957
Batch 300/394, Batch Loss: 0.5863
Batch 304/394, Batch Loss: 0.5424
Batch 308/394, Batch Loss: 0.5537
Batch 312/394, Batch Loss: 0.5672
Batch 316/394, Batch Loss: 0.5485
Batch 320/394, Batch Loss: 0.6470
Batch 324/394, Batch Loss: 0.5416
Batch 328/394, Batch Loss: 0.6219
Batch 332/394, Batch Loss: 0.5537
Batch 336/394, Batch Loss: 0.6754
Batch 340/394, Batch Loss: 0.6124
Batch 344/394, Batch Loss: 0.5860
Batch 348/394, Batch Loss: 0.6764
Batch 352/394, Batch Loss: 0.6901
Batch 356/394, Batch Loss: 0.5396
Batch 360/394, Batch Loss: 0.6191
Batch 364/394, Batch Loss: 0.5832
Batch 368/394, Batch Loss: 0.5785
Batch 372/394, Batch Loss: 0.5743
Batch 376/394, Batch Loss: 0.5385
Batch 380/394, Batch Loss: 0.6999
Batch 384/394, Batch Loss: 0.5723
Batch 388/394, Batch Loss: 0.5867
Batch 392/394, Batch Loss: 0.6505
Training Loss: 0.1496
Validation Metrics: {'accuracy': 0.8015578635014837, 'precision': 0.8438413361169103, 'recall': 0.7438351122561649, 'f1': 0.7906885758998435}
Epoch 5/12
Batch 4/394, Batch Loss: 0.6100
Batch 8/394, Batch Loss: 0.5852
Batch 12/394, Batch Loss: 0.6234
Batch 16/394, Batch Loss: 0.5804
Batch 20/394, Batch Loss: 0.6530
Batch 24/394, Batch Loss: 0.6564
Batch 28/394, Batch Loss: 0.6733
Batch 32/394, Batch Loss: 0.5547
Batch 36/394, Batch Loss: 0.5479
Batch 40/394, Batch Loss: 0.5758
Batch 44/394, Batch Loss: 0.6287
Batch 48/394, Batch Loss: 0.7240
Batch 52/394, Batch Loss: 0.6152
Batch 56/394, Batch Loss: 0.6280
Batch 60/394, Batch Loss: 0.5807
Batch 64/394, Batch Loss: 0.5668
Batch 68/394, Batch Loss: 0.5455
Batch 72/394, Batch Loss: 0.5732
Batch 76/394, Batch Loss: 0.6405
Batch 80/394, Batch Loss: 0.6618
Batch 84/394, Batch Loss: 0.6480
Batch 88/394, Batch Loss: 0.6209
Batch 92/394, Batch Loss: 0.5587
Batch 96/394, Batch Loss: 0.6333
Batch 100/394, Batch Loss: 0.5240
Batch 104/394, Batch Loss: 0.6203
Batch 108/394, Batch Loss: 0.5261
Batch 112/394, Batch Loss: 0.6126
Batch 116/394, Batch Loss: 0.5403
Batch 120/394, Batch Loss: 0.5962
Batch 124/394, Batch Loss: 0.6511
Batch 128/394, Batch Loss: 0.6551
Batch 132/394, Batch Loss: 0.6746
Batch 136/394, Batch Loss: 0.5753
Batch 140/394, Batch Loss: 0.5763
Batch 144/394, Batch Loss: 0.6305
Batch 148/394, Batch Loss: 0.6732
Batch 152/394, Batch Loss: 0.6901
Batch 156/394, Batch Loss: 0.6150
Batch 160/394, Batch Loss: 0.5186
Batch 164/394, Batch Loss: 0.5202
Batch 168/394, Batch Loss: 0.5860
Batch 172/394, Batch Loss: 0.5679
Batch 176/394, Batch Loss: 0.5429
Batch 180/394, Batch Loss: 0.6493
Batch 184/394, Batch Loss: 0.5847
Batch 188/394, Batch Loss: 0.5837
Batch 192/394, Batch Loss: 0.5705
Batch 196/394, Batch Loss: 0.5652
Batch 200/394, Batch Loss: 0.5275
Batch 204/394, Batch Loss: 0.5501
Batch 208/394, Batch Loss: 0.5907
Batch 212/394, Batch Loss: 0.5733
Batch 216/394, Batch Loss: 0.5618
Batch 220/394, Batch Loss: 0.6011
Batch 224/394, Batch Loss: 0.6231
Batch 228/394, Batch Loss: 0.5664
Batch 232/394, Batch Loss: 0.6199
Batch 236/394, Batch Loss: 0.5890
Batch 240/394, Batch Loss: 0.5499
Batch 244/394, Batch Loss: 0.5546
Batch 248/394, Batch Loss: 0.6018
Batch 252/394, Batch Loss: 0.5773
Batch 256/394, Batch Loss: 0.5738
Batch 260/394, Batch Loss: 0.5967
Batch 264/394, Batch Loss: 0.5458
Batch 268/394, Batch Loss: 0.6500
Batch 272/394, Batch Loss: 0.5465
Batch 276/394, Batch Loss: 0.5686
Batch 280/394, Batch Loss: 0.6180
Batch 284/394, Batch Loss: 0.6664
Batch 288/394, Batch Loss: 0.5954
Batch 292/394, Batch Loss: 0.6734
Batch 296/394, Batch Loss: 0.6155
Batch 300/394, Batch Loss: 0.5505
Batch 304/394, Batch Loss: 0.5906
Batch 308/394, Batch Loss: 0.5992
Batch 312/394, Batch Loss: 0.5812
Batch 316/394, Batch Loss: 0.5762
Batch 320/394, Batch Loss: 0.5178
Batch 324/394, Batch Loss: 0.5766
Batch 328/394, Batch Loss: 0.5730
Batch 332/394, Batch Loss: 0.5941
Batch 336/394, Batch Loss: 0.6380
Batch 340/394, Batch Loss: 0.6566
Batch 344/394, Batch Loss: 0.5397
Batch 348/394, Batch Loss: 0.5889
Batch 352/394, Batch Loss: 0.5896
Batch 356/394, Batch Loss: 0.5786
Batch 360/394, Batch Loss: 0.5585
Batch 364/394, Batch Loss: 0.5905
Batch 368/394, Batch Loss: 0.5353
Batch 372/394, Batch Loss: 0.5913
Batch 376/394, Batch Loss: 0.5699
Batch 380/394, Batch Loss: 0.5851
Batch 384/394, Batch Loss: 0.5714
Batch 388/394, Batch Loss: 0.6763
Batch 392/394, Batch Loss: 0.5140
Training Loss: 0.1475
Validation Metrics: {'accuracy': 0.8219584569732937, 'precision': 0.825974025974026, 'recall': 0.819285977180714, 'f1': 0.8226164079822617}
Epoch 6/12
Batch 4/394, Batch Loss: 0.5144
Batch 8/394, Batch Loss: 0.5222
Batch 12/394, Batch Loss: 0.5200
Batch 16/394, Batch Loss: 0.6090
Batch 20/394, Batch Loss: 0.5574
Batch 24/394, Batch Loss: 0.5787
Batch 28/394, Batch Loss: 0.5371
Batch 32/394, Batch Loss: 0.5572
Batch 36/394, Batch Loss: 0.6328
Batch 40/394, Batch Loss: 0.6006
Batch 44/394, Batch Loss: 0.5850
Batch 48/394, Batch Loss: 0.6721
Batch 52/394, Batch Loss: 0.6118
Batch 56/394, Batch Loss: 0.5905
Batch 60/394, Batch Loss: 0.5960
Batch 64/394, Batch Loss: 0.6157
Batch 68/394, Batch Loss: 0.5668
Batch 72/394, Batch Loss: 0.5743
Batch 76/394, Batch Loss: 0.6172
Batch 80/394, Batch Loss: 0.6162
Batch 84/394, Batch Loss: 0.5624
Batch 88/394, Batch Loss: 0.5700
Batch 92/394, Batch Loss: 0.5194
Batch 96/394, Batch Loss: 0.6216
Batch 100/394, Batch Loss: 0.5446
Batch 104/394, Batch Loss: 0.5867
Batch 108/394, Batch Loss: 0.5980
Batch 112/394, Batch Loss: 0.6385
Batch 116/394, Batch Loss: 0.5889
Batch 120/394, Batch Loss: 0.5349
Batch 124/394, Batch Loss: 0.6226
Batch 128/394, Batch Loss: 0.5788
Batch 132/394, Batch Loss: 0.5445
Batch 136/394, Batch Loss: 0.5747
Batch 140/394, Batch Loss: 0.5670
Batch 144/394, Batch Loss: 0.5834
Batch 148/394, Batch Loss: 0.5454
Batch 152/394, Batch Loss: 0.5719
Batch 156/394, Batch Loss: 0.5485
Batch 160/394, Batch Loss: 0.5260
Batch 164/394, Batch Loss: 0.5385
Batch 168/394, Batch Loss: 0.5307
Batch 172/394, Batch Loss: 0.5873
Batch 176/394, Batch Loss: 0.6072
Batch 180/394, Batch Loss: 0.6051
Batch 184/394, Batch Loss: 0.6014
Batch 188/394, Batch Loss: 0.6283
Batch 192/394, Batch Loss: 0.7027
Batch 196/394, Batch Loss: 0.5634
Batch 200/394, Batch Loss: 0.5671
Batch 204/394, Batch Loss: 0.6379
Batch 208/394, Batch Loss: 0.5354
Batch 212/394, Batch Loss: 0.5207
Batch 216/394, Batch Loss: 0.5389
Batch 220/394, Batch Loss: 0.5671
Batch 224/394, Batch Loss: 0.5545
Batch 228/394, Batch Loss: 0.5435
Batch 232/394, Batch Loss: 0.5658
Batch 236/394, Batch Loss: 0.5301
Batch 240/394, Batch Loss: 0.5077
Batch 244/394, Batch Loss: 0.5788
Batch 248/394, Batch Loss: 0.5554
Batch 252/394, Batch Loss: 0.5951
Batch 256/394, Batch Loss: 0.6009
Batch 260/394, Batch Loss: 0.5255
Batch 264/394, Batch Loss: 0.6553
Batch 268/394, Batch Loss: 0.5899
Batch 272/394, Batch Loss: 0.6232
Batch 276/394, Batch Loss: 0.5689
Batch 280/394, Batch Loss: 0.5776
Batch 284/394, Batch Loss: 0.6431
Batch 288/394, Batch Loss: 0.6024
Batch 292/394, Batch Loss: 0.5092
Batch 296/394, Batch Loss: 0.5863
Batch 300/394, Batch Loss: 0.6204
Batch 304/394, Batch Loss: 0.6495
Batch 308/394, Batch Loss: 0.6148
Batch 312/394, Batch Loss: 0.5964
Batch 316/394, Batch Loss: 0.5813
Batch 320/394, Batch Loss: 0.6370
Batch 324/394, Batch Loss: 0.5474
Batch 328/394, Batch Loss: 0.5502
Batch 332/394, Batch Loss: 0.5116
Batch 336/394, Batch Loss: 0.5248
Batch 340/394, Batch Loss: 0.5568
Batch 344/394, Batch Loss: 0.6140
Batch 348/394, Batch Loss: 0.5318
Batch 352/394, Batch Loss: 0.5995
Batch 356/394, Batch Loss: 0.5262
Batch 360/394, Batch Loss: 0.5834
Batch 364/394, Batch Loss: 0.5595
Batch 368/394, Batch Loss: 0.5009
Batch 372/394, Batch Loss: 0.5383
Batch 376/394, Batch Loss: 0.5069
Batch 380/394, Batch Loss: 0.5775
Batch 384/394, Batch Loss: 0.6013
Batch 388/394, Batch Loss: 0.5511
Batch 392/394, Batch Loss: 0.6906
Training Loss: 0.1443
Validation Metrics: {'accuracy': 0.8199183976261127, 'precision': 0.7839947950553026, 'recall': 0.8870077291129923, 'f1': 0.8323260231393542}
Epoch 7/12
Batch 4/394, Batch Loss: 0.6922
Batch 8/394, Batch Loss: 0.5620
Batch 12/394, Batch Loss: 0.5630
Batch 16/394, Batch Loss: 0.5475
Batch 20/394, Batch Loss: 0.6319
Batch 24/394, Batch Loss: 0.5303
Batch 28/394, Batch Loss: 0.5483
Batch 32/394, Batch Loss: 0.5155
Batch 36/394, Batch Loss: 0.5768
Batch 40/394, Batch Loss: 0.5416
Batch 44/394, Batch Loss: 0.5623
Batch 48/394, Batch Loss: 0.5940
Batch 52/394, Batch Loss: 0.5506
Batch 56/394, Batch Loss: 0.5464
Batch 60/394, Batch Loss: 0.5335
Batch 64/394, Batch Loss: 0.6172
Batch 68/394, Batch Loss: 0.5370
Batch 72/394, Batch Loss: 0.5441
Batch 76/394, Batch Loss: 0.5587
Batch 80/394, Batch Loss: 0.5934
Batch 84/394, Batch Loss: 0.6207
Batch 88/394, Batch Loss: 0.5600
Batch 92/394, Batch Loss: 0.5015
Batch 96/394, Batch Loss: 0.5909
Batch 100/394, Batch Loss: 0.5481
Batch 104/394, Batch Loss: 0.5603
Batch 108/394, Batch Loss: 0.6498
